nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"Sr. Juan Saucedo Barrios",15142449,0,sr.5257@viajesanma.com,Sr.barrios,LtOPivG0W0N1O,,3578,"Cena de Trabajo",,1440000,9
"Sra. Lorena Anaya Llamas",3267089,0,srloanll@marmol.com,sra.1739,VZ757fbqzpDD,,2685,Aniversario,,336000,6
"Javier Reynoso Blanco",12536275,3,jarebl@viajesanma.com,javier9580,tUiMY3Cc6jnN85,,7959,"Salida con Familia",,2135000,7
"Mario Enríquez Zamora",27747666,5,maenza@wass.com,maenza,Pun2h95U5W,,3255,Vacaciones,,1792000,7
"Francisca Lemus Zambrano",6700810,3,francisca103@marmol.com,frleza,8QH41ldbbYYuarw,,7696,"Salida con Familia",,3231000,9
"Sta. Virginia Moreno Irizarry",20814171,6,stvimoir@marmol.com,sta.9927,FECcYF8h11,,6909,"Salida con Amigos",,1296000,9
"María Soledad Díaz Moya",29668601,8,,Maríamoya,gVArI2jcw4D8,,4204,Vacaciones,,1335000,5
"Ignacio Villareal Saavedra",3931403,7,Ignaciosaavedra@marmol.com,igvisa,je1IU5gV,,2914,Vacaciones,,785000,5
"Soledad Valenzuela Peres",12434191,4,Soledadperes@outluc.com,soledad8814,IePVb3mulwYDRqmz,,7896,Aniversario,,686000,7
"César Ríos Montañez",18417533,9,,césar4359,e513C5yJB,,362,Vacaciones,,1305000,9
"Sonia Aragón Pagan",21597357,3,soarpa@edubus.cal,sonia5838,KebSb8Zqcg1xT,,6918,"Salida con Amigos",,1337000,7
"Luisa Moreno Delapaz",11061276,1,lumode@viajesanma.com,luisa5576,9noKhT03V7w,,4485,"Salida con Amigos",,960000,10
"Sta. Juan Zamora Nájera",13913752,3,,stjuzaná,UpCFL816jUoTb,,8680,"Salida con Amigos",,1526000,7
"Felipe Saavedra Estrada",20507991,2,felipe8261@wass.com,fesaes,bWB0moxcWw6NqjFu,,1466,"Salida con Amigos",,1584000,8
"Cristina Gallegos Orosco",28041464,6,Cristinaorosco@outluc.com,cristina4512,oF0ajGyeLJvr,,9365,"Salida con Amigos",,1560000,8
"Carlota Escobedo Nava",13872531,6,caesna@tourket.com,caesna,N5LhPVBgQ,,470,"Salida con Familia",,3416000,8
"Eduardo Salcedo Alonzo",22758869,1,,Eduardoalonzo,YLCvfsQrOaq8Nh,,6804,"Salida con Amigos",,750000,6
"Mateo Ulibarri Valdés",8609239,5,mateo4875@edubus.cal,maulva,HZCB4wovVUaXWLX,,9156,Vacaciones,,1194000,3
"Mercedes Concepción Bermúdez",13018591,6,mecobe@outluc.com,mercedes5249,W2lAoR0V,,3431,Vacaciones,,230000,2
"Cristina Orosco Nieto",24510069,8,cristina3224@wass.com,crorni,6V72eg8xWW,,6643,Vacaciones,,852000,3
"David Solorzano Mayorga",14908744,3,david253@outluc.com,david9105,358k7jPu8oU,,8689,"Cena de Trabajo",,400000,4
"Alfredo Saldaña Meraz",18828545,7,Alfredomeraz@wass.com,Alfredomeraz,J6M0kMq4n,,9935,Vacaciones,,1029000,7
"Jorge Luis Martínez Perales",21239430,0,Jorgeperales@outluc.com,jolumape,fXSUVD4wlC0HY,,2102,"Salida con Familia",,1800000,9
"Julio Gracia Vásquez",18227125,0,julio6297@edubus.cal,jugrvá,JcOp71FF,,4865,Vacaciones,,104000,1
"Silvia Reyna Caldera",7171645,7,silvia2892@outluc.com,Silviacaldera,HqQx5vNJMqbsu447,,189,Aniversario,,550000,10
"Gloria Montez Figueroa",26481552,5,glmofi@tourket.com,glmofi,Joi1KeAwCU24J,,3347,Aniversario,,1162000,7
"Sr. Sara Zamora Carrasquillo",4614875,4,,sr.2513,8Bdy8a5mtu,,3202,"Salida con Familia",,1368000,8
"Carlos Morales Aponte",26992648,1,camoap@wass.com,carlos6228,koLjgJcHJ8KJGvJU,,9884,Vacaciones,,4320000,9
"Juana Rico Escamilla",17141697,3,,juana6512,Pi9pDqAnQ6gbE,,208,Vacaciones,,1416000,8
"Sta. Micaela Gamboa Orozco",21753563,8,sta.2342@tourket.com,Sta.orozco,QI0bEkR09d9,,6169,"Salida con Amigos",,432000,3
"Florencia Sanabria Rojas",6701568,1,,flsaro,KXLUxHboAqzyY8np,,9382,"Cena de Trabajo",,366000,6
"Elsa Vargas Dueñas",13378080,7,elsa4242@marmol.com,elvadu,NXNWOmslwZ56MS16,,992,"Cena de Trabajo",,2466000,9
"Luis Escobar Benítez",10670567,4,,Luisbenítez,sQaKnMv3pLsWlv1,,6211,"Salida con Familia",,3400000,10
"César Delafuente Ponce",21577875,4,,cédepo,2mLm1rh7iTIHzVd0,,1930,"Salida con Familia",,768000,4
"Sta. Javier Salcedo Padrón",20467390,0,sta.4200@wass.com,Sta.padrón,VaRGuVlvQU4Z61F,,9288,Aniversario,,312000,3
"Antonia Camacho Olvera",11466011,6,Antoniaolvera@outluc.com,Antoniaolvera,8SRlqeZPdHNV,,7301,Aniversario,,198000,2
"Virginia Olivas Acosta",9217454,9,,virginia6367,rtePEciq36N,,3306,"Salida con Amigos",,208000,8
"Manuel Gonzales Mercado",7069498,0,magome@outluc.com,Manuelmercado,R5cBc223,,8749,Aniversario,,3912000,8
"Sta. Víctor Arredondo Rubio",16328869,9,sta.4409@wass.com,sta.1239,NV1T3Aoj,,1961,Vacaciones,,2826000,9
"Sofia Crespo Gil",19580103,7,sofia6181@marmol.com,Sofiagil,pbNLLFxB2Xkb,,7250,"Cena de Trabajo",,91000,1
"Elena Rocha Carrasquillo",12709690,2,elena3446@tourket.com,Elenacarrasquillo,7opRvgbUG,,6925,"Cena de Trabajo",,1200000,4
"Raquel González Pizarro",19049201,0,Raquelpizarro@wass.com,ragopi,CaziZh1CLZCOHM1R,,6495,"Salida con Familia",,118000,1
"Guillermo Regalado Loera",24755473,4,gurelo@outluc.com,gurelo,G0qWaaGllk8i,,2421,"Cena de Trabajo",,565000,5
"Julio Gracia Vásquez",18227125,0,julio6297@edubus.cal,jugrvá,JcOp71FF,,4865,"Salida con Amigos",,1600000,5
"Javier Quintanilla Escobar",12192640,7,jaques@outluc.com,jaques,vaENqu21LC,,591,Aniversario,,3680000,8
"Juan Blanco Corrales",13413893,9,Juancorrales@edubus.cal,juan5023,FHo1ptOQOBI,,9634,Vacaciones,,935000,5
"Sta. Eloisa Regalado Suárez",14785131,6,,stelresu,P5LIYXd11ve10WKV,,4438,Aniversario,,1188000,6
"Sr. Dorotea Perea Aragón",5106122,5,,Sr.aragón,nYE3RsYHLZ9s5HMM,,3904,"Salida con Familia",,37000,1
"Sr. Clemente Chávez Frías",7381764,1,,Sr.frías,wx1Lc4eea70o,,6426,"Cena de Trabajo",,470000,5
"Sr. Gerardo Crespo Sosa",1885325,6,srgecrso@marmol.com,Sr.sosa,VOeQiA9le,,2244,"Cena de Trabajo",,1878000,6
"Lucas Benavídez Córdova",3882238,1,,lubecó,2594QZYki,,3373,"Salida con Familia",,924000,6
"Guillermo Nájera Montez",15437988,6,,Guillermomontez,QqjAa9SX6Z,,930,"Cena de Trabajo",,447000,3
"Norma Anguiano Hidalgo",3407325,2,norma5699@marmol.com,Normahidalgo,56y27gYcZCTWXDs,,8970,"Cena de Trabajo",,129000,1
"Sta. Clara Treviño Portillo",20522535,8,,stcltrpo,jqdJ0eOi5Wo3k,,5543,"Salida con Amigos",,966000,6
"Sta. Javier Salcedo Padrón",20467390,0,,Sta.padrón,VaRGuVlvQU4Z61F,,9288,"Salida con Amigos",,224000,1
"Sr. Timoteo Quesada Villalobos",25045530,5,sr.8013@edubus.cal,srtiquvi,qSFHXdd4,,8195,"Cena de Trabajo",,203000,7
"Rosa Segovia Rael",28986639,6,,Rosarael,pQZDkwF8DdoL4oc,,6253,Vacaciones,,2112000,6
"Gerardo Niño Flores",13124873,3,genifl@outluc.com,genifl,D16z4v4CuGk4A0TN,,9908,"Salida con Amigos",,745000,5
"Enrique Ceja Laureano",14980046,8,enrique2858@wass.com,enrique2802,exgTN5w6,,2414,"Cena de Trabajo",,296000,4
"Soledad Ávila Mota",14815363,9,soledad703@wass.com,Soledadmota,2KWoHGBLJNHoM3S,,8492,Vacaciones,,1270000,10
"Sr. Vicente Delgadillo Castellanos",16478057,0,,srvideca,3qHRsaV9DnN1,,5873,"Salida con Familia",,177000,1
"Gabriela Duarte Carrero",1112842,4,Gabrielacarrero@viajesanma.com,Gabrielacarrero,MBMl6yHcIoS,,8597,"Cena de Trabajo",,1404000,9
"Sofia Crespo Gil",19580103,7,sofia6181@marmol.com,Sofiagil,pbNLLFxB2Xkb,,7250,Aniversario,,504000,4
"Elsa Nava Rivera",12807456,2,,elnari,JuS4KPnhI8Lk4sHK,,6824,Aniversario,,965000,5
"Sr. Guillermo de Anda Ledesma",2548459,2,srgudeanle@edubus.cal,srgudeanle,zrky1dhbmlo6fjEb,,3726,Vacaciones,,1740000,10
"Catalina Valdez Carrasco",1829169,0,cavaca@marmol.com,catalina8881,khgrAQn9,,1109,"Cena de Trabajo",,1112000,8
"Caridad Caldera Merino",1503912,4,cacame@outluc.com,Caridadmerino,r1aBQ7Yo47x,,2394,"Cena de Trabajo",,176000,2
"Antonio Gracia Muro",24578207,1,angrmu@edubus.cal,antonio5365,HIGOIVyV3mVNi,,6695,"Salida con Amigos",,242000,2
"Sta. Elsa Cavazos Marrero",29126616,9,,stelcama,jKJixxmo1OJr0,,2001,Aniversario,,2925000,9
"Rubén Villareal Vigil",11307086,2,,ruvivi,4MCv8ogSbrt,,4372,Vacaciones,,145000,1
"Germán Zúñiga Menchaca",19471583,8,,Germánmenchaca,XtZQ1JsqMQQ,,2766,Aniversario,,144000,6
"Mercedes Nava Leal",24978391,9,Mercedesleal@outluc.com,Mercedesleal,b5dGGV9oXf4wPABq,,7935,"Salida con Amigos",,1096000,8
"Ariadna Mendoza Alba",23210207,1,,armeal,pE6z5vp9BSGucUZ,,2391,Aniversario,,2160000,10
"Isabel Ontiveros Jiménez",4300455,7,isabel9164@viajesanma.com,isabel7276,jCp2OTbo0e,,6074,"Salida con Amigos",,1134000,7
"Sta. Dolores Merino Ureña",13953199,0,,stdomeur,B2wfpo2lP9q6M4Hi,,5299,"Salida con Amigos",,82000,1
"Sra. Timoteo Cardenas Valdés",220970,5,srticava@viajesanma.com,srticava,Ga0gWZ3YqU,,8357,"Salida con Familia",,870000,5
"Eduardo Lira Robledo",8086250,4,Eduardorobledo@tourket.com,Eduardorobledo,OtOtafHlzJ3Y,,5385,"Salida con Amigos",,103000,1
"Gonzalo Velasco Garica",22367118,7,,Gonzalogarica,COlN1m0GvUF6fW,,1479,"Salida con Amigos",,1500000,6
"Sta. Javier Baca Saiz",25203947,3,stjabasa@outluc.com,sta.3311,qntO1PUhjy,,761,"Salida con Familia",,72000,2
"Sra. Lola Sarabia Puente",6660428,4,,sra.7383,nbcbvtSeKb2OtKo9,,7868,"Salida con Amigos",,423000,3
"Luz Montemayor Estrada",9657447,9,lumoes@wass.com,Luzestrada,PYwvOQksN1r3a,,9964,Aniversario,,852000,6
"Marco Antonio Espino Barela",7971443,7,,Marcobarela,YCfQkBVA03VXRbD,,4319,"Cena de Trabajo",,828000,6
"Lucas Soto Águilar",7847796,2,,Lucaságuilar,HxbHxSiPXM2i5zP,,6835,Aniversario,,604000,2
"Sr. Reina Anguiano Tovar",2816156,5,sr.5629@outluc.com,Sr.tovar,OSIiqbuwCQ3o,,6586,"Cena de Trabajo",,532000,7
"Ramón Leyva Vásquez",11206179,7,,ralevá,f9ebAm7Fj0fOeGI,,5685,Aniversario,,3520000,10
"Julio Sepúlveda Pérez",5177056,0,,julio7167,mcy9qOuYV3RpeN,,2878,Aniversario,,975000,3
"Sr. Lorena Reséndez Fierro",16036551,0,srlorefi@marmol.com,sr.2783,bOFnF8vy06ue,,4957,Vacaciones,,246000,2
"Sr. Rosalia Canales Llamas",13036251,6,sr.398@marmol.com,sr.5693,awEW7GE8KeywyJJ,,8518,"Cena de Trabajo",,315000,5
"Adela Montez Trejo",12399012,9,adela8830@edubus.cal,Adelatrejo,a77k0MiN,,579,Vacaciones,,495000,9
"Sancho Cano Luna",27003492,6,sancho4123@tourket.com,Sancholuna,4ZqQn7ZpwFMdi,,3371,Aniversario,,296000,2
"Adela Montez Trejo",12399012,9,adela8830@edubus.cal,Adelatrejo,a77k0MiN,,579,Vacaciones,,90000,10
"María Luisa Castro Hernández",28199035,7,malucahe@outluc.com,maría1606,HPINc7HeaQqpzV1,,9071,"Salida con Familia",,4950000,10
"Sra. María Teresa Enríquez Lara",19405895,0,srmateenla@viajesanma.com,sra.4030,mASSXz8Ij,,6672,Aniversario,,1152000,8
"Eduardo Salcedo Alonzo",22758869,1,Eduardoalonzo@wass.com,Eduardoalonzo,YLCvfsQrOaq8Nh,,6804,"Salida con Amigos",,777000,7
"Gustavo Tamayo Olivas",6668422,9,Gustavoolivas@tourket.com,Gustavoolivas,5ZH9DXUGkE6,,4467,"Cena de Trabajo",,770000,5
"Jerónimo Valles Reynoso",3422721,7,,jevare,guUbEAbRS9Hi1q,,8083,"Salida con Amigos",,252000,6
"Rebeca Carbajal Gutiérrez",17209988,2,,rebeca7641,L5JZUdUlf66,,7677,"Salida con Amigos",,778000,2
"Lilia Ramón Medina",13326750,6,,lirame,Vb9akQP7BFBfbs,,3599,Vacaciones,,320000,5
"Isabela Ruelas Crespo",28887741,6,,Isabelacrespo,hszQEv8e,,9272,"Salida con Familia",,2848000,8
"Sra. Pedro Muñiz Morales",21277566,5,Sra.morales@edubus.cal,srpemumo,qLP3JUqkBRF4p6i,,6225,Vacaciones,,2430000,9
"Germán Zúñiga Menchaca",19471583,8,,Germánmenchaca,XtZQ1JsqMQQ,,2766,"Salida con Familia",,183000,1
"Armando Águilar Valadez",4032324,4,,Armandovaladez,a3aP247nMaOS,,4418,Vacaciones,,624000,4
"Sra. María Cristina Toledo Palacios",15463620,0,sra.6539@edubus.cal,sra.1146,3IQh8QHLRjA27,,1983,Aniversario,,1888000,8
"Susana Rodrígez Torres",8577365,8,suroto@marmol.com,Susanatorres,d3Y3s1V1Yaa2qDbz,,1582,Aniversario,,2737000,7
"Silvia Cabán Peralta",7593607,9,Silviaperalta@viajesanma.com,sicape,S5pe1iM2TKAYRh5,,9541,"Salida con Familia",,1588000,4
"Lorena Serna Anaya",21829581,9,lorena9979@edubus.cal,lorena4207,1O8D56IZ8d0w,,2995,"Cena de Trabajo",,412000,4
"Sta. Graciela Rentería Espinosa",17669275,8,sta.529@wass.com,Sta.espinosa,OezGxcxUMoYQ0,,2061,"Salida con Amigos",,1122000,3
"Sta. Micaela Gamboa Orozco",21753563,8,,Sta.orozco,QI0bEkR09d9,,6169,"Salida con Amigos",,180000,1
"Diego Galindo Collado",9286479,0,,digaco,IHwClUY58n21Hb,,8971,"Salida con Familia",,990000,6
"Federico Palomo Montez",3835833,2,federico4906@marmol.com,federico5830,Pg6xbLc1oR6k,,6876,Vacaciones,,2238000,6
"Manuela Dávila Bañuelos",3024712,4,,madába,kAU3abXO4L4DTd,,6825,Aniversario,,1460000,4
"Jerónimo Valles Reynoso",3422721,7,,jevare,guUbEAbRS9Hi1q,,8083,"Cena de Trabajo",,3222000,9
"Caridad Caldera Merino",1503912,4,cacame@outluc.com,Caridadmerino,r1aBQ7Yo47x,,2394,"Cena de Trabajo",,264000,1
"Francisco Rangel Tafoya",15156035,0,frrata@wass.com,frrata,unjpDkqSMiO16J6,,5484,Aniversario,,232000,2
"Jorge Velásquez Sisneros",26113017,3,jorge8774@wass.com,jovesi,mLwQPTeC30,,4232,"Cena de Trabajo",,1771000,7
"Débora Jasso Viera",11724791,0,,débora5815,UrV78sAfEmG,,5637,"Salida con Amigos",,2925000,9
"Vicente Raya Jasso",4432638,8,,Vicentejasso,PC5a6Zmw3,,8314,"Salida con Amigos",,965000,5
"Sta. Verónica Gaytán Mayorga",28727230,8,sta.2911@wass.com,Sta.mayorga,mnGNl34Z,,7291,Aniversario,,3690000,9
"Horacio Alicea Cano",1079936,8,hoalca@wass.com,hoalca,GV0uveg6KS,,5828,Vacaciones,,616000,7
"Florencia Sanabria Rojas",6701568,1,florencia4714@outluc.com,flsaro,KXLUxHboAqzyY8np,,9382,"Cena de Trabajo",,1408000,4
"Sr. Lorena Reséndez Fierro",16036551,0,,sr.2783,bOFnF8vy06ue,,4957,Vacaciones,,1629000,9
"Irene Arredondo Amaya",2735826,8,iraram@marmol.com,iraram,sttBNA7JA6f,,3752,Vacaciones,,2250000,6
"Sr. Víctor Garrido Rodarte",4422973,0,,Sr.rodarte,74C9MAzMZ37G7RG,,7712,"Salida con Amigos",,1107000,9
"Alejandro Díaz Regalado",13282838,5,,Alejandroregalado,jxIeH9R2MuE,,8179,"Cena de Trabajo",,810000,5
"Alejandra Hidalgo Esparza",6475222,7,alhies@tourket.com,alhies,Sn6KFc9p9zJZ1xY,,2395,"Salida con Amigos",,471000,3
"Eva Romero Maya",12000191,4,,eva7413,NVKSRi6YR3,,9309,"Salida con Familia",,135000,3
"Alicia Sierra Domínguez",18697964,8,,Aliciadomínguez,80UDKUiAc,,8974,Aniversario,,385000,5
"Sra. Gonzalo Ozuna Banda",12014175,9,Sra.banda@wass.com,Sra.banda,WGT7rIGfbbId,,3709,"Cena de Trabajo",,920000,10
"Florencia Espinosa Cabán",11444475,8,florencia6504@marmol.com,flesca,Bu632CKlPNBF,,3183,"Cena de Trabajo",,1386000,7
"Federico Correa Holguín",21006442,7,,federico4219,j88GfezC4,,427,Vacaciones,,927000,9
"Isabela Menchaca Ayala",6432367,9,,isabela1075,4Hx5JZOIHgfshsQ,,8285,Aniversario,,1099000,7
"Amalia Limón Tijerina",17090064,2,amliti@wass.com,amalia2628,BTc7ITIv,,4479,"Cena de Trabajo",,1287000,9
"Patricio Olivas Gastélum",7639632,9,,patricio6434,gR8vhjXsq21NszzC,,4364,"Salida con Familia",,693000,9
"Sra. Jacobo Zepeda Murillo",5196571,0,srjazemu@viajesanma.com,Sra.murillo,e17WbIkhvI8JSyiY,,420,"Salida con Amigos",,2580000,10
"Sr. Manuel Almaraz Godoy",13433658,7,srmaalgo@marmol.com,srmaalgo,0dGQVBRvkq7q53,,7436,"Cena de Trabajo",,2584000,8
"Eduardo Serna Alejandro",27466408,8,,eduardo2214,JocjK7N9er1j4RPZ,,3104,"Salida con Amigos",,2133000,9
"Sr. Victoria Delgadillo Nájera",18941557,5,,sr.5355,iO5yiKw62UkMw,,5847,"Salida con Familia",,876000,3
"Sta. Benito Longoria Valencia",27787642,6,,sta.1938,4QlKSPmKEg3fh,,1213,Vacaciones,,1106000,7
"Elvira Orosco Gómez",2871808,0,,Elviragómez,gC8An2ChfB,,3619,"Salida con Amigos",,475000,5
"Sta. Joaquín Mena Baca",731176,1,sta.1415@edubus.cal,sta.9734,r9woT4gc,,512,"Salida con Amigos",,1190000,10
"Marcela Armijo Valadez",25695531,8,,maarva,QrguPakRg2iQGH,,9009,"Salida con Amigos",,322000,7
"Elsa Vargas Dueñas",13378080,7,elsa4242@marmol.com,elvadu,NXNWOmslwZ56MS16,,992,"Cena de Trabajo",,154000,7
"Ana María Delao Robledo",29895027,8,ana3284@viajesanma.com,anmadero,0ZJ21bZ8Zaw67zis,,7047,Vacaciones,,846000,9
"Mateo Ulibarri Valdés",8609239,5,mateo4875@edubus.cal,maulva,HZCB4wovVUaXWLX,,9156,Vacaciones,,500000,5
"Adriana Zelaya Henríquez",25682422,1,adriana5923@marmol.com,Adrianahenríquez,C04oIseF1MAl,,7660,"Cena de Trabajo",,1148000,4
"Cristina Orosco Nieto",24510069,8,cristina3224@wass.com,crorni,6V72eg8xWW,,6643,"Cena de Trabajo",,826000,7
"Sta. Esteban Lara Escalante",3743626,7,steslaes@outluc.com,sta.5739,YNj767Aw,,6215,"Salida con Amigos",,208000,2
"Silvia Perales Soto",5365015,5,,silvia5235,9RYdtKPO,,9177,Aniversario,,290000,5
"Sta. Javier Baca Saiz",25203947,3,,sta.3311,qntO1PUhjy,,761,Vacaciones,,1050000,5
"Felipe Riojas Flórez",20360848,9,felipe4943@edubus.cal,ferifl,4Y5K1sU1ML2,,8619,"Cena de Trabajo",,917000,7
"Jerónimo Canales Anguiano",5622477,7,,jerónimo2448,bhSbaYZHl0EKCe0,,4208,"Salida con Amigos",,336000,3
"Eloisa Alcántar Balderas",8305724,6,eloisa3849@viajesanma.com,elalba,1hIzvI5UOh2LdFii,,1701,Vacaciones,,1044000,6
"José María Gastélum Rosas",8714961,7,jomagaro@wass.com,josé8469,gxmp1VFQnXQT6,,9670,Vacaciones,,102000,1
"María Eugenia Baca Velasco",3905926,6,,Maríavelasco,x8fiMciJvy5u,,2974,"Cena de Trabajo",,726000,2
"Luis Miguel Carvajal Alaniz",14667912,9,,luis8211,nbjNkUmxb1ORl,,3577,Aniversario,,238000,2
"Cristobal Palacios Cintrón",17452634,6,cristobal4217@outluc.com,cristobal3025,Hs8RxnLDNp,,8416,"Cena de Trabajo",,261000,1
"Sr. Gerardo Crespo Sosa",1885325,6,srgecrso@marmol.com,Sr.sosa,VOeQiA9le,,2244,Aniversario,,774000,3
"Alejandro Díaz Regalado",13282838,5,,Alejandroregalado,jxIeH9R2MuE,,8179,"Cena de Trabajo",,1290000,10
"Sr. Timoteo Quesada Villalobos",25045530,5,sr.8013@edubus.cal,srtiquvi,qSFHXdd4,,8195,Vacaciones,,1281000,7
"Eva Romero Maya",12000191,4,Evamaya@edubus.cal,eva7413,NVKSRi6YR3,,9309,"Salida con Familia",,1400000,10
"Ignacio Guardado Ledesma",1180812,3,ignacio6441@outluc.com,ignacio5600,IzQHgsVhL7,,3641,"Salida con Amigos",,1780000,4
"Lucas Gamboa Godoy",13354191,8,,Lucasgodoy,YHJF5FcoeGu4woC,,4191,Aniversario,,486000,9
"Conchita Vásquez Flórez",5543398,4,,cováfl,CEgHT0Jm,,8056,Aniversario,,770000,7
"Sr. Manuel Almaraz Godoy",13433658,7,,srmaalgo,0dGQVBRvkq7q53,,7436,"Salida con Familia",,2384000,8
"Antonio Zelaya Romo",1322170,7,anzero@edubus.cal,anzero,eqa4sJmBa4,,2178,Vacaciones,,388000,4
"Carolina Montoya Pabón",29024140,5,,carolina247,DEzOerwH2,,7113,"Cena de Trabajo",,308000,7
"Rafael Abeyta Ávila",8279252,0,,raabáv,02Yp61iZKzGls,,2865,Vacaciones,,136000,2
"Ángela Vela Fierro",1445191,9,,Ángelafierro,nNrwt5JS5Hm,,1257,"Cena de Trabajo",,1312000,8
"Josefina Irizarry Cedillo",6357119,9,josefina7179@outluc.com,joirce,sRQuq4U1pb1Jrq,,2668,Aniversario,,1242000,9
"Sra. Germán Pichardo Arellano",28150156,9,sra.5429@wass.com,srgepiar,UiQan0IX4KoIS,,6507,Aniversario,,1056000,8
"Vicente Pineda Delao",16808685,7,vicente1541@outluc.com,vicente2983,dKI1R3DdR2,,9429,Vacaciones,,1098000,3
"Sra. Clemente Armenta Samaniego",13887847,3,,Sra.samaniego,ivu32eszIkjpt7C,,5702,Vacaciones,,1476000,6
"Patricia Abrego Merino",17042809,9,paabme@wass.com,patricia4843,Ysw6p2sjjZpfOtDG,,5074,"Salida con Amigos",,4890000,10
"Dolores Treviño Barela",14866879,5,dolores6822@wass.com,dotrba,FZxzb7ZWo36HGy,,9475,"Salida con Familia",,360000,8
"Sonia Rivera Aparicio",634100,4,soriap@edubus.cal,sonia6761,hVd3lDTFes,,9570,Aniversario,,364000,7
"Dolores Samaniego Aguirre",1466326,6,Doloresaguirre@wass.com,Doloresaguirre,5mKRpn4vbFybp8m,,8155,"Salida con Amigos",,570000,5
"Mercedes Nava Leal",24978391,9,Mercedesleal@outluc.com,Mercedesleal,b5dGGV9oXf4wPABq,,7935,Vacaciones,,1120000,8
"Sr. Victoria Delgadillo Nájera",18941557,5,,sr.5355,iO5yiKw62UkMw,,5847,"Salida con Familia",,510000,3
"Ramiro Ojeda Tafoya",7291114,8,Ramirotafoya@edubus.cal,ramiro918,IV5AyfM4Qxx6foW,,2207,"Salida con Familia",,966000,7
"Blanca Sepúlveda Villagómez",7537526,3,blsevi@edubus.cal,blsevi,6vttaM5PAebh2oT,,4566,Aniversario,,600000,3
"Gustavo Tamayo Olivas",6668422,9,,Gustavoolivas,5ZH9DXUGkE6,,4467,"Cena de Trabajo",,624000,6
"Natalia Delagarza Gollum",9348532,7,Nataliagollum@tourket.com,nadego,wk0rUG9e1,,9508,Vacaciones,,1211000,7
"Ángela Vela Fierro",1445191,9,,Ángelafierro,nNrwt5JS5Hm,,1257,"Cena de Trabajo",,549000,9
"Amalia Limón Tijerina",17090064,2,amliti@wass.com,amalia2628,BTc7ITIv,,4479,Aniversario,,978000,2
"Luis Lozada Bétancourt",8807249,9,luis2142@marmol.com,luis740,Hj6ZrH15G54J9c4,,2024,Vacaciones,,637000,7
"Ignacio Peres Chacón",28936543,5,ignacio5166@outluc.com,Ignaciochacón,tf5gyzAXr,,1426,"Salida con Familia",,1108000,4
"Horacio Enríquez Cavazos",14907196,2,horacio9736@marmol.com,hoenca,pHYDV79XjD,,4338,"Cena de Trabajo",,1480000,8
"Hugo Laboy Almonte",19346217,0,,hugo9610,dfaqO8JG2Irjn,,3018,Aniversario,,955000,5
"Alfonso Berríos Arreola",9215482,3,albear@outluc.com,albear,Bd9M6z7Jawmlr,,9225,Aniversario,,486000,9
"Ana Robles Girón",11814153,9,ana4290@edubus.cal,Anagirón,BU5o0QLmqF,,9813,"Salida con Amigos",,50000,1
"Joaquín Beltrán Hurtado",22887037,4,,Joaquínhurtado,yY8fsuJ7DdjPc,,3557,Vacaciones,,1446000,3
"Felipe Saavedra Estrada",20507991,2,felipe8261@wass.com,fesaes,bWB0moxcWw6NqjFu,,1466,"Salida con Familia",,860000,4
"Jorge Cordero Abrego",10940809,3,jocoab@marmol.com,Jorgeabrego,QlNURu7qWJq,,7918,"Cena de Trabajo",,2580000,6
"Sta. Timoteo Acevedo Suárez",11676934,4,sttiacsu@edubus.cal,sttiacsu,BhfZYbFvj4,,1921,"Salida con Amigos",,616000,7
"Ariadna Mendoza Alba",23210207,1,ariadna3601@viajesanma.com,armeal,pE6z5vp9BSGucUZ,,2391,Aniversario,,594000,6
"Lorena Bustamante Fonseca",26446738,1,lorena283@marmol.com,Lorenafonseca,NaJIm2H4pM054VzO,,1701,"Salida con Amigos",,670000,5
"Rubén Gallardo Barraza",8889529,0,,rugaba,G5cLrPKZozCD2V5P,,2795,"Salida con Familia",,987000,7
"Adela Montez Trejo",12399012,9,adela8830@edubus.cal,Adelatrejo,a77k0MiN,,579,Vacaciones,,1974000,7
"Martín Rodríguez Gonzales",18902988,8,,marogo,3j6U4bNgv6y,,2688,"Salida con Familia",,2060000,5
"Amalia Limón Tijerina",17090064,2,amliti@wass.com,amalia2628,BTc7ITIv,,4479,Aniversario,,282000,3
"Ana Luisa Mendoza Gaitán",10596203,7,,Anagaitán,iSbkctQ4z8Fn1,,5184,Vacaciones,,846000,3
"Mayte Rosario Chacón",28984308,6,,Maytechacón,L0186sgxBhRZXSzW,,1799,Vacaciones,,87000,1
"Lilia Ramón Medina",13326750,6,Liliamedina@outluc.com,lirame,Vb9akQP7BFBfbs,,3599,Vacaciones,,376000,8
"Irene Arredondo Amaya",2735826,8,iraram@marmol.com,iraram,sttBNA7JA6f,,3752,Vacaciones,,1057000,7
"Adán Miranda Feliciano",1457362,3,,admife,dp6jRDbR,,2220,Aniversario,,519000,3
"Mateo Ulibarri Valdés",8609239,5,,maulva,HZCB4wovVUaXWLX,,9156,Aniversario,,1660000,5
"Esperanza Navarrete Reyes",20998320,6,,Esperanzareyes,hOAaQ9QGitFlSEn7,,7397,Vacaciones,,1440000,8
