nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
Sra. Juana Noriega Vásquez,8783309,7,srjunová@viajes.cl,srjunová,c00iTGuZaAzP,\+56 2 8308 2605,Nocturno,Banmédica,Part time,502556,57448,2025-06-16,680000,4,No disponible,34126,Valladolid,Dos Hermanas,2026-02-12,2026-02-14,11,3683,170000,Ryanair,,{},"{Salamanca,""El Ejido""}",Primera clase,{}
Ramón Marrero Negrete,6135357,7,ramane@viajes.cl,Ramónnegrete,5F4J9z8B0nrB,\+56 9 6147 1436,Diurno,Consalud,Full time,502557,56796,2025-12-09,162000,3,No disponible,40202,Algeciras,Badajoz,2026-08-27,2026-08-28,42,2362,54000,Andesmar,Cama,"{Baño,""Asientos reclinables"",Agua}",{},,{}
Estela Vera Olivares,22289651,7,esveol@viajes.cl,estela2898,G50l2cp4ctvQRa,\+56 9 7534 4216,Nocturno,Banmédica,Part time,502560,56897,2025-10-08,1144000,8,No disponible,37918,Inca,Majadahonda,2025-12-10,2025-12-12,47,3863,143000,Alsa,Cama,"{Wifi,""Asientos reclinables"",Baño}",{},,{}
Sr. Clara Barrientos Gastélum,5836392,8,Sr.gastélum@viajes.cl,sr.7030,amuA4VnO,\+56 9 2268 1923,Nocturno,Consalud,Full time,502565,56897,2025-10-23,616000,8,No disponible,71604,Majadahonda,Puertollano,2025-12-16,2025-12-17,41,2407,77000,Crucero del Norte,Cama,"{""Aire acondicionado"",Calefacción,TV}",{},,{}
Patricia Mateo Chapa,20942213,1,patricia6045@viajes.cl,Patriciachapa,dFPyd246miVGc,\+56 9 5372 7828,Diurno,Consalud,Part time,502569,56897,2025-10-17,1256000,8,No disponible,70289,Puertollano,Barcelona,2025-12-20,2025-12-21,30,2787,157000,Monbus,Cama,"{Agua,Baño,Calefacción}",{},,{}
Joaquín Perales Rojas,11181147,4,Joaquínrojas@viajes.cl,Joaquínrojas,wxIqJQaENnHyZ7AP,\+56 2 2955 3830,Diurno,Banmédica,Part time,502570,56956,2025-08-27,596000,4,No disponible,99950,El Prat de LLobregat,Lérida,2026-04-21,2026-04-22,71,1600,149000,SNCB (Bélgica),,"{Calefacción,Comida,Agua,Baño}",{},,"{Arrecife,Badajoz}"
Blanca Gamez Casárez,9932940,8,blgaca@viajes.cl,blanca3418,p2PZ2ZolE,\+56 2 4965 1473,Nocturno,Consalud,Full time,502571,56995,2026-04-12,579000,3,No disponible,40161,Coslada,Torrelavega,2026-04-27,2026-04-28,32,2771,193000,FlixBus,Cama,"{Baño,""Aire acondicionado"",Comida}",{},,{}
Homero Valverde Colunga,9359874,1,Homerocolunga@viajes.cl,homero3434,tS4XCft94An89,\+56 2 0242 8454,Diurno,Fonasa,Part time,502572,56984,2026-02-10,972000,9,No disponible,92441,Cáceres,Segovia,2026-06-30,2026-06-30,33,1116,108000,Monbus,Cama,"{Comida,Agua,Wifi}",{},,{}
Sta. Mónica Suárez Orellana,24604020,6,sta.8713@viajes.cl,Sta.orellana,H45mDuRqC9z54,\+56 9 4332 9232,Diurno,Más vida,Part time,502573,56984,2025-09-02,1233000,9,No disponible,75421,Segovia,Baracaldo,2026-06-30,2026-06-30,32,880,137000,EME Bus,Cama,"{Wifi,Baño,Comida}",{},,{}
Irene Colunga Madrid,6645408,8,irene1456@viajes.cl,irene1694,9oFeThVVcM,\+56 9 4945 9777,Diurno,Banmédica,Part time,502574,56114,2025-09-07,448000,4,No disponible,18001,San Sebastián,La Coruña,2025-09-27,2025-09-28,34,2135,112000,Damas,Cama,"{Agua,Comida,""Asientos reclinables""}",{},,{}
Sr. Daniela Guerra Ayala,16699609,0,srdaguay@viajes.cl,sr.6378,cjVM0UlqyoMleMO,\+56 9 1081 7653,Diurno,Colmena,Part time,502575,56114,2025-09-19,268000,4,No disponible,94964,La Coruña,Orense,2025-09-28,2025-09-30,35,3662,67000,Andesmar,Cama,"{""Aire acondicionado"",""Asientos reclinables"",Comida}",{},,{}
Victoria Roldán Cedillo,10792168,0,viroce@viajes.cl,viroce,g6Yy5ZrNb5,\+56 9 4977 3353,Diurno,Consalud,Part time,502581,56114,2025-05-26,632000,4,No disponible,33895,Orense,Telde,2025-10-05,2025-10-06,37,2763,158000,Buses Ahumada,Cama,"{Baño,""Asientos reclinables"",TV}",{},,{}
Enrique López Barreto,2922339,4,Enriquebarreto@viajes.cl,enrique2721,KjlvDRGCuqnJ3Z,\+56 9 7488 9907,Nocturno,Consalud,Part time,502583,56540,2026-03-31,346000,2,No disponible,16894,Murcia,Collado Villalba,2026-09-09,2026-09-10,30,2446,173000,FlixBus,Cama,"{Calefacción,Wifi,""Aire acondicionado""}",{},,{}
Elisa Carranza Castañeda,21097651,5,elcaca@viajes.cl,elcaca,6AoQB56ZlJx5hr,\+56 9 2501 5171,Diurno,Banmédica,Full time,502584,56540,2025-10-27,342000,2,No disponible,51445,Collado Villalba,Avilés,2026-09-10,2026-09-10,36,1314,171000,Avanza,Cama,"{Wifi,Baño,Calefacción}",{},,{}
Cristina Rodrígez Lebrón,11301394,0,Cristinalebrón@viajes.cl,cristina6222,UoP2icXCzun4C,\+56 2 0021 6422,Nocturno,Fonasa,Full time,502585,56540,2026-07-04,32000,2,No disponible,81910,Avilés,Madrid,2026-09-10,2026-09-10,34,235,16000,Estrella Roja,Normal,"{TV,""Aire acondicionado"",Baño}",{},,{}
Elena Ybarra Sotelo,29833711,8,elybso@viajes.cl,elybso,Wy5ji88xY75O,\+56 9 6220 4972,Diurno,Más vida,Full time,502589,56295,2025-04-09,504000,6,No disponible,61363,Ciudad Real,Castellón de la Plana,2026-10-31,2026-10-31,52,1296,84000,ŽFBH (Bosnia y Herzegovina),,"{Baño,TV,""Aire acondicionado""}",{},,"{Almería,""Mollet del Vallés"",Cádiz}"
Anita Montaño Agosto,4206051,8,anmoag@viajes.cl,Anitaagosto,Fsy8ugXHqA,\+56 9 8432 3425,Nocturno,Consalud,Full time,502590,56295,2026-06-19,624000,6,No disponible,59183,Castellón de la Plana,Ferrol,2026-10-31,2026-10-31,16,255,104000,SNCB (Bélgica),,{},{},,"{Madrid,Jaén,Gerona}"
Patricio Corrales Olmos,13201045,5,patricio6802@viajes.cl,Patricioolmos,ifYG4r1mPN8mb,\+56 9 2074 3659,Nocturno,Banmédica,Full time,502593,56295,2025-02-09,1746000,6,No disponible,39749,Ferrol,Arrecife,2026-11-02,2026-11-04,43,2991,291000,HŽ (Croacia),,"{Baño,""Aire acondicionado"",Calefacción,TV,Comida,Wifi}",{},,"{Coslada,Alcoy}"
Ignacio Sauceda Castillo,29518394,2,Ignaciocastillo@viajes.cl,igsaca,qRcCRiwM4YKa3ez,\+56 2 9001 0256,Nocturno,Fonasa,Part time,502598,56881,2025-01-13,1365000,7,No disponible,10630,Badajoz,Bilbao,2025-02-06,2025-02-07,48,2034,195000,Air New Zealand,,{},"{Gerona,Linares}",Clase ejecutiva,{}
Ana Luisa Verdugo Verdugo,25775975,0,anluveve@viajes.cl,ana9638,qL8F1Pngs2yMESaQ,\+56 2 9287 8160,Diurno,Fonasa,Full time,502599,56881,2025-01-09,875000,7,No disponible,82600,Bilbao,Pontevedra,2025-02-07,2025-02-08,48,1808,125000,Avianca,,{},{Tarragona},Clase ejecutiva,{}
Manuela Galván Escamilla,22622302,9,Manuelaescamilla@viajes.cl,manuela8977,w2MdwoKg,\+56 2 7593 0147,Nocturno,Más vida,Part time,502600,56881,2025-01-29,385000,7,No disponible,55263,Pontevedra,San Fernando,2025-02-08,2025-02-08,47,181,55000,Alaska Airlines,,{},{},Clase económica,{}
Miguel Gastélum Cotto,6464168,9,Miguelcotto@viajes.cl,miguel3668,i90YDKh2ln6y4uUk,\+56 2 2615 2996,Nocturno,Consalud,Part time,502601,56982,2025-10-07,556000,4,No disponible,20989,Elche,Sevilla,2025-11-30,2025-12-02,45,4247,139000,Buses Ahumada,Cama,"{Wifi,""Aire acondicionado"",Comida}",{},,{}
María Luisa Manzanares Medrano,3184281,6,maría2835@viajes.cl,Maríamedrano,NmWzxJBTl83F0aF,\+56 9 8813 7736,Diurno,Consalud,Full time,502602,57050,2025-02-18,2136000,6,No disponible,52220,Vigo,Santa Coloma de Gramanet,2025-10-27,2025-10-29,3,3219,356000,Japan Airlines,,{},"{""Jerez de la Frontera"",Torremolinos,""Sanlúcar de Barrameda"",Elche}",Clase ejecutiva,{}
Sra. Ramona Mascareñas Briseño,12269472,0,sra.6126@viajes.cl,srramabr,Fdhzd2oFL,\+56 9 7511 3092,Diurno,Consalud,Full time,502604,57050,2025-10-15,1662000,6,No disponible,23022,Santa Coloma de Gramanet,Rubí,2025-10-30,2025-10-31,76,2356,277000,Spirit Airlines,,{},{},Primera clase,{}
Guadalupe Tello Jaimes,20240184,8,guteja@viajes.cl,guteja,QS79kvpxNaL,\+56 2 0413 1803,Nocturno,Colmena,Full time,502609,56543,2025-01-17,860000,10,No disponible,2418,Alcoy,Ciudad Real,2025-02-25,2025-02-26,37,1990,86000,EME Bus,Cama,"{Comida,""Aire acondicionado"",Baño}",{},,{}
Jaime Piña Esquibel,16632397,5,japies@viajes.cl,jaime7430,cEF5ICVsz,\+56 9 9320 0076,Nocturno,Colmena,Full time,502610,56543,2025-02-01,550000,10,No disponible,41171,Ciudad Real,Linares,2025-02-26,2025-02-27,30,2247,55000,Estrella Roja,Cama,"{""Asientos reclinables"",Wifi,Comida}",{},,{}
Sra. Samuel Hernández Matías,28137258,0,srsahema@viajes.cl,sra.2134,j5JkpNlMdY60rO,\+56 2 6550 0478,Diurno,Consalud,Full time,502611,57243,2026-03-25,1125000,5,No disponible,30837,Lorca,Granollers,2026-04-16,2026-04-18,63,3903,225000,ZS (Eslovenia),,"{Calefacción,Wifi,Baño,""Aire acondicionado"",""Asientos reclinables"",Comida,Agua}",{},,{}
Carla Carrasco Villaseñor,12054309,1,carla4855@viajes.cl,carla7443,1JOULhBkbOkIwIkH,\+56 9 6596 9529,Nocturno,Consalud,Full time,502612,55963,2025-04-11,264000,2,No disponible,26069,Alcalá de Guadaira,Manresa,2026-11-03,2026-11-03,80,1201,132000,AVE,,"{Comida,Baño,Agua}",{},,"{Madrid,Guadalajara}"
Marilu Delvalle Acuña,24757012,8,madeac@viajes.cl,marilu5716,MOpFLdST3,\+56 9 3833 3205,Nocturno,Colmena,Full time,502613,55963,2026-01-02,706000,2,No disponible,52687,Manresa,Bilbao,2026-11-03,2026-11-05,98,3156,353000,Renfe,,"{TV,Wifi,Calefacción,Baño,Comida,""Aire acondicionado""}",{},,"{Lugo,""Las Palmas de Gran Canaria""}"
Sra. Mariana Pacheco Caballero,9850814,7,Sra.caballero@viajes.cl,Sra.caballero,p4CJP38hbJZSKNJP,\+56 9 4111 4564,Diurno,Más vida,Part time,502621,56844,2026-10-03,233000,1,No disponible,8140,Gecho,Granada,2026-10-18,2026-10-20,62,3884,233000,ZS (Eslovenia),,"{TV,Wifi,""Aire acondicionado"",Baño,Calefacción,""Asientos reclinables"",Agua}",{},,"{""Jerez de la Frontera"",Bilbao,Leganés,Madrid,""Alcalá de Henares""}"
Lucia Villareal Loera,12929525,2,Lucialoera@viajes.cl,Lucialoera,06RPxVIKp,\+56 9 2197 8183,Nocturno,Fonasa,Part time,502622,56844,2025-03-30,198000,1,No disponible,77850,Granada,Avilés,2026-10-20,2026-10-22,99,3165,198000,SJ (Suecia),,"{Comida,Baño,""Asientos reclinables"",Agua,TV,Calefacción}",{},,"{Lérida,Guadalajara,Mataró}"
Ramiro Anguiano Aparicio,19850507,2,Ramiroaparicio@viajes.cl,Ramiroaparicio,V8dHx081CS1b,\+56 9 2939 8381,Nocturno,Fonasa,Part time,502627,56844,2025-04-23,293000,1,No disponible,77170,Avilés,Torrevieja,2026-10-26,2026-10-28,29,3955,293000,Eurostar,,"{Wifi,Comida,""Asientos reclinables"",""Aire acondicionado"",Calefacción,Agua,Baño}",{},,{}
Sofia Carrera Páez,9852493,2,Sofiapáez@viajes.cl,socapá,S35tDKDxDyu,\+56 9 7850 3654,Nocturno,Consalud,Full time,502628,55949,2025-08-05,423000,3,No disponible,70965,Granada,Santa Cruz de Tenerife,2026-04-27,2026-04-29,35,3829,141000,Futura,Cama,"{""Aire acondicionado"",Wifi,Comida}",{},,{}
Sra. Francisco Paredes Viera,8129664,2,sra.6567@viajes.cl,sra.4588,rdtvPx8mhH,\+56 9 9025 9422,Diurno,Consalud,Full time,502629,56904,2025-02-12,605000,5,No disponible,61421,Gijón,Alcobendas,2025-02-21,2025-02-22,65,1940,121000,DSB (Dinamarca),,"{Agua,Comida,Calefacción,Baño}",{},,"{Toledo,Córdoba,Badalona,Leganés,Pamplona}"
Micaela Ramón Laboy,8641271,3,mirala@viajes.cl,micaela2680,R0RPDuTIiigA6LxQ,\+56 2 0252 8688,Nocturno,Colmena,Full time,502633,56904,2025-01-08,925000,5,No disponible,63896,Alcobendas,Alcoy,2025-02-25,2025-02-26,89,2211,185000,ZSSK (Eslovaquia),,"{Baño,Calefacción,TV,""Asientos reclinables"",""Aire acondicionado""}",{},,{}
Elsa Saucedo Fuentes,19327441,2,elsafu@viajes.cl,elsa2757,MRut41lUTeUVWO,\+56 9 7034 5065,Diurno,Colmena,Full time,502634,56904,2025-01-26,1120000,5,No disponible,58527,Alcoy,Torrejón de Ardoz,2025-02-26,2025-02-27,91,2390,224000,ÖBB (Austria),,"{Comida,""Aire acondicionado"",TV,Wifi,Agua}",{},,"{Sabadell,Torrevieja,Calahorra}"
Leonor Fernández Gallegos,20845942,2,lefega@viajes.cl,lefega,VzdOQENAFt1z,\+56 2 2528 6769,Nocturno,Colmena,Part time,502635,56226,2025-03-27,1544000,8,No disponible,4173,Huelva,Baracaldo,2025-06-24,2025-06-24,39,819,193000,Flecha Bus,Cama,"{""Aire acondicionado"",Calefacción,Comida}",{},,{}
María Tejada Cardona,13296271,5,Maríacardona@viajes.cl,mateca,8L6clmJpztdVjIRv,\+56 2 6394 6272,Diurno,Consalud,Part time,502636,56380,2025-02-23,204000,4,No disponible,26191,Granollers,Gecho,2026-11-05,2026-11-06,5,1444,51000,Air New Zealand,,{},{},Clase ejecutiva,{}
David Rendón Grijalva,8713746,5,daregr@viajes.cl,daregr,kXURY8Rg,\+56 9 1212 3690,Diurno,Colmena,Full time,502637,56380,2026-05-08,248000,4,No disponible,78304,Gecho,Calahorra,2026-11-06,2026-11-06,79,599,62000,Qatar Airways,,{},{},Clase ejecutiva,{}
Gabriela Gastélum Sosa,6438593,3,Gabrielasosa@viajes.cl,gabriela5210,aBsHBC45,\+56 2 6846 9851,Nocturno,Más vida,Full time,502638,56380,2025-05-07,236000,4,No disponible,1149,Calahorra,San Fernando,2026-11-06,2026-11-07,6,2070,59000,Qantas,,{},"{""Castellón de la Plana"",Murcia}",Clase ejecutiva,{}
Hugo Castro Caraballo,11839443,7,Hugocaraballo@viajes.cl,hucaca,v9cxGU51Wr,\+56 9 9940 8712,Diurno,Colmena,Part time,502639,56852,2025-03-25,1458000,6,No disponible,61854,Lugo,Irún,2026-04-20,2026-04-21,12,2809,243000,TGV (SNCF),,"{Baño,""Asientos reclinables"",Comida,Wifi,""Aire acondicionado""}",{},,{Lérida}
Marta Borrego Miranda,6297915,1,marta3183@viajes.cl,Martamiranda,nFdvTv05gjR9,\+56 9 1868 9781,Nocturno,Consalud,Full time,502640,56852,2025-11-21,1140000,6,No disponible,3862,Irún,Jerez de la Frontera,2026-04-21,2026-04-22,10,2360,190000,SJ (Suecia),,"{Wifi,""Aire acondicionado"",""Asientos reclinables"",Baño,Calefacción}",{},,"{Guadalajara,Ceuta,Toledo,""Collado Villalba""}"
Hugo Castro Caraballo,11839443,7,Hugocaraballo@viajes.cl,hucaca,v9cxGU51Wr,\+56 9 9940 8712,Diurno,Colmena,Part time,502641,56852,2025-11-13,2184000,6,No disponible,47910,Jerez de la Frontera,Pozuelo de Alarcón,2026-04-22,2026-04-24,5,3395,364000,ZFBH (Bosnia y Herzegovina),,"{Baño,Agua,TV,""Asientos reclinables"",Comida,Calefacción}",{},,"{Benidorm,Benidorm}"
Sra. Ramón Anaya Olvera,17620997,6,Sra.olvera@viajes.cl,sra.8230,RyAt9c5unY151E0r,\+56 2 5311 5926,Diurno,Más vida,Full time,502642,56583,2025-08-11,266000,1,No disponible,94196,Calahorra,Palma de Mallorca,2026-05-14,2026-05-16,87,3380,266000,Ethiopian Airlines,,{},"{Benalmádena,""San Sebastián"",Fuengirola}",Clase ejecutiva,{}
Sra. Lola Urías Cedillo,21951995,8,Sra.cedillo@viajes.cl,srlource,gYyWwBFBmVv7re0,\+56 2 5741 0495,Diurno,Colmena,Part time,502644,56583,2025-03-03,397000,1,No disponible,4841,Palma de Mallorca,Elche,2026-05-17,2026-05-19,92,2980,397000,Frontier Airlines,,{},"{""Sanlúcar de Barrameda"",Toledo}",Primera clase,{}
Martín Pichardo Roque,12838694,7,Martínroque@viajes.cl,mapiro,rvQLW8ItSY04,\+56 9 3338 7086,Nocturno,Banmédica,Full time,502648,56691,2026-02-04,2868000,6,No disponible,96808,Madrid,Arrecife,2026-06-10,2026-06-12,38,3967,478000,SJ (Suecia),,"{Agua,""Aire acondicionado"",Baño,Calefacción,""Asientos reclinables"",Comida,TV}",{},,{Madrid}
Sta. Antonio Oquendo Tapia,12246452,0,sta.1023@viajes.cl,sta.301,J7zNz3x2c,\+56 2 6369 2425,Nocturno,Fonasa,Full time,502649,56691,2026-01-01,582000,6,No disponible,43381,Arrecife,Sevilla,2026-06-12,2026-06-13,22,2621,97000,CFR (Rumania),,"{TV,""Aire acondicionado"",Wifi,Calefacción,""Asientos reclinables""}",{},,{}
María Cristina Heredia Tapia,27107073,0,maría6285@viajes.cl,maría5277,6bteY5SQ9sGrBh7,\+56 2 7132 1615,Diurno,Fonasa,Full time,502650,56691,2025-07-15,1512000,6,No disponible,28223,Sevilla,Granada,2026-06-13,2026-06-14,43,2747,252000,BDZ (Bulgaria),,"{Comida,Wifi,Calefacción,Baño,Agua}",{},,"{""Talavera de la Reina"",""Torrejón de Ardoz""}"
Alfonso Ruelas Olivo,25287392,9,alfonso5690@viajes.cl,alfonso3791,cEbAmwROzTn3,\+56 9 6423 8368,Diurno,Más vida,Full time,502651,56796,2025-02-28,588000,4,No disponible,91132,Badajoz,Sanlúcar de Barrameda,2025-10-16,2025-10-16,24,935,147000,Renfe,,"{Agua,Comida,""Aire acondicionado""}",{},,"{Motril,Rivas-Vaciamadrid}"
Hugo Angulo Samaniego,19557995,4,Hugosamaniego@viajes.cl,hugo2913,pQpEuxPqjT5C8e,\+56 9 8235 9583,Nocturno,Fonasa,Part time,502658,57165,2025-06-11,815000,5,No disponible,40771,Córdoba,Marbella,2026-01-26,2026-01-27,9,1448,163000,Air France,,{},{},Clase ejecutiva,{}
Alejandro Valenzuela Mora,8835493,1,alejandro7842@viajes.cl,alejandro7066,iis7lCmFDdPm,\+56 9 5915 7655,Diurno,Banmédica,Part time,502664,57165,2025-10-13,580000,5,No disponible,52499,Marbella,Estepona,2026-02-01,2026-02-01,88,499,116000,KLM,,{},{},Clase económica,{}
Óscar Anaya Girón,15930821,9,ósangi@viajes.cl,Óscargirón,62Tx0Ia1SEFDt,\+56 9 8949 2323,Diurno,Fonasa,Part time,502670,57165,2026-01-05,540000,5,No disponible,75674,Estepona,Estepona,2026-02-06,2026-02-07,37,2352,108000,LATAM Airlines,,{},"{""San Cristróbal de la Laguna"",""Talavera de la Reina"",Getafe}",Primera clase,{}
Lorena Maya Badillo,22112621,1,lomaba@viajes.cl,Lorenabadillo,232cTs5K,\+56 2 7024 0523,Nocturno,Colmena,Part time,502671,56771,2025-05-07,456000,8,No disponible,57522,Mérida,Reus,2026-11-23,2026-11-23,46,379,57000,Buses Nilahue,Semi-cama,"{Wifi,""Aire acondicionado"",Agua}",{},,{}
Antonio Crespo Zayas,21755926,0,antonio7888@viajes.cl,antonio1594,QmlQznYt8AccPDxn,\+56 2 9446 8790,Nocturno,Colmena,Part time,502677,56986,2025-02-25,1176000,7,No disponible,74772,Vigo,Ferrol,2025-03-29,2025-03-29,50,367,168000,Lufthansa,,{},{},Clase ejecutiva,{}
Natalia Preciado Abrego,27923142,2,natalia7232@viajes.cl,natalia7629,dYINSG2OTqRucz,\+56 2 6217 4391,Nocturno,Banmédica,Full time,502679,56986,2025-03-11,987000,7,No disponible,49724,Ferrol,Leganés,2025-03-30,2025-04-01,100,3581,141000,Iberia,,{},{Palencia},Primera clase,{}
Ana Alcala Mendoza,13942567,7,ana9875@viajes.cl,Anamendoza,rtRUGQzvB49zli,\+56 2 8609 3360,Diurno,Fonasa,Part time,502685,56986,2025-03-01,1127000,7,No disponible,28102,Leganés,Mataró,2025-04-06,2025-04-07,50,1675,161000,Frontier Airlines,,{},{},Clase económica,{}
Sra. Miguel Ángel Casas Carrera,2682496,6,sra.1626@viajes.cl,Sra.carrera,53sxSuz31U,\+56 9 2069 7705,Nocturno,Colmena,Full time,502686,57289,2025-05-18,468000,6,No disponible,32440,Santiago de Compostela,Baracaldo,2026-01-02,2026-01-03,3,1758,78000,SBB (Suiza),,"{Calefacción,""Aire acondicionado"",""Asientos reclinables"",Wifi}",{},,"{""Talavera de la Reina"",Granada,Vitoria}"
Graciela Tórrez Sáenz,13790607,4,grtósá@viajes.cl,grtósá,fcsGFI3S9P6qJE,\+56 9 4160 7554,Nocturno,Colmena,Full time,502687,56430,2025-11-04,1005000,5,No disponible,22937,Toledo,Lugo,2026-02-19,2026-02-20,39,2558,201000,ŽFBH (Bosnia y Herzegovina),,"{TV,Calefacción,Wifi,Baño,Agua}",{},,{}
María Vera Rico,29322850,7,Maríarico@viajes.cl,maría1006,kgfgRa01Y,\+56 2 5673 6609,Diurno,Más vida,Full time,502690,56430,2025-07-16,80000,5,No disponible,32880,Lugo,Cornellá de Llobregat,2026-02-22,2026-02-22,87,269,16000,HŽ (Croacia),,{},{},,"{Valladolid,Sabadell}"
Sra. Ramona Mascareñas Briseño,12269472,0,sra.6126@viajes.cl,srramabr,Fdhzd2oFL,\+56 9 7511 3092,Diurno,Consalud,Full time,502691,56078,2025-01-21,2322000,6,No disponible,79229,Palencia,Lérida,2025-03-25,2025-03-27,34,2899,387000,Air New Zealand,,{},"{""Santa Coloma de Gramanet"",""Alcalá de Guadaira""}",Primera clase,{}
Irene Colunga Madrid,6645408,8,irene1456@viajes.cl,irene1694,9oFeThVVcM,\+56 9 4945 9777,Diurno,Banmédica,Part time,502696,56078,2025-01-27,264000,6,No disponible,95271,Lérida,Palencia,2025-03-31,2025-03-31,47,1360,44000,Lufthansa,,{},{},Clase económica,{}
Sta. Virginia Cervántez Reséndez,11738652,0,sta.570@viajes.cl,Sta.reséndez,Sk6zlIj3Xo,\+56 2 7176 8938,Diurno,Consalud,Full time,502697,56788,2025-07-09,133000,1,No disponible,34834,Burgos,Jaén,2026-05-27,2026-05-27,2,218,133000,ŽSSK (Eslovaquia),,{},{},,"{Córdoba,Córdoba,""Ciudad Real"",Ferrol,Cáceres}"
Sta. Micaela Agosto Soliz,16595504,8,sta.2160@viajes.cl,sta.1914,dSsFh1hkXN4gGr,\+56 2 2617 3758,Diurno,Consalud,Full time,502705,56788,2026-05-25,177000,1,No disponible,27108,Jaén,Palma de Mallorca,2026-06-03,2026-06-05,43,3935,177000,Deutsche Bahn (DB),,"{Comida,""Asientos reclinables"",Baño,Wifi,Agua,TV,Calefacción}",{},,"{Orense,""Pozuelo de Alarcón"",Alcoy}"
Miguel Prieto Urrutia,29867808,0,Miguelurrutia@viajes.cl,Miguelurrutia,Dr82KCcc7cD3,\+56 2 4302 2647,Diurno,Banmédica,Full time,502706,56788,2025-11-22,178000,1,No disponible,73563,Palma de Mallorca,Sabadell,2026-06-05,2026-06-07,44,2917,178000,Nederlandse Sp,,"{Agua,""Aire acondicionado"",Wifi,TV,Baño,Calefacción}",{},,"{Fuengirola,Inca,Salamanca,Gandía,Calahorra}"
Sra. Yolanda Gallardo Perales,21756661,4,sryogape@viajes.cl,sryogape,5IjUbjoMOd7c,\+56 2 4131 1270,Diurno,Consalud,Full time,502707,56828,2025-04-01,539000,7,No disponible,99243,Telde,Cuenta,2026-09-17,2026-09-17,36,256,77000,Turbus,Semi-cama,"{""Aire acondicionado"",Baño,Agua}",{},,{}
Sancho Alcántar Quintero,28067462,1,sancho5700@viajes.cl,saalqu,nLfz2hYt,\+56 9 8653 7204,Nocturno,Fonasa,Part time,502708,56828,2025-01-23,1176000,7,No disponible,85059,Cuenta,Motril,2026-09-17,2026-09-19,34,3176,168000,Andesmar,Cama,"{Comida,Wifi,Agua}",{},,{}
Ignacio Sauceda Castillo,29518394,2,Ignaciocastillo@viajes.cl,igsaca,qRcCRiwM4YKa3ez,\+56 2 9001 0256,Nocturno,Fonasa,Part time,502716,56828,2025-08-01,784000,7,No disponible,59033,Motril,Murcia,2026-09-26,2026-09-27,40,1691,112000,ADO,Cama,"{TV,Comida,""Asientos reclinables""}",{},,{}
Francisco Collazo Trujillo,10326997,0,Franciscotrujillo@viajes.cl,frcotr,04lc6WubbVC,\+56 2 3769 1321,Diurno,Banmédica,Full time,502719,56487,2025-08-12,952000,8,No disponible,52000,Córdoba,Jerez de la Frontera,2025-08-25,2025-08-26,46,1719,119000,Condor Bus,Cama,"{TV,""Asientos reclinables"",Comida}",{},,{}
Antonio Crespo Zayas,21755926,0,antonio7888@viajes.cl,antonio1594,QmlQznYt8AccPDxn,\+56 2 9446 8790,Nocturno,Colmena,Part time,502722,56161,2026-01-14,1148000,7,No disponible,2861,Alcalá de Henares,Ceuta,2026-07-20,2026-07-20,32,1368,164000,Buses Romani,Cama,"{Baño,""Aire acondicionado"",Agua}",{},,{}
Patricia Alfaro Prado,26587530,0,patricia8943@viajes.cl,Patriciaprado,4DjD5ag20gD6EUaR,\+56 2 1122 1307,Nocturno,Colmena,Part time,502723,56161,2025-04-22,1015000,7,No disponible,4661,Ceuta,Toledo,2026-07-20,2026-07-20,47,904,145000,Flecha Bus,Cama,"{Wifi,Comida,Agua}",{},,{}
Patricio Delgadillo Bañuelos,19870011,8,Patriciobañuelos@viajes.cl,Patriciobañuelos,yCTGAl7jv0N,\+56 9 4063 5006,Diurno,Fonasa,Part time,502729,56609,2025-04-02,900000,10,No disponible,26442,El Puerto de Santa María,Collado Villalba,2026-06-09,2026-06-09,19,736,90000,Turkish Airlines,,{},{},Clase económica,{}
Yolanda Méndez Orta,4631000,4,yolanda7433@viajes.cl,Yolandaorta,aT5dwD7jkjqF0Ug,\+56 2 8578 9881,Diurno,Consalud,Part time,502730,57201,2025-02-26,1576000,8,No disponible,69457,Collado Villalba,Pozuelo de Alarcón,2025-03-07,2025-03-09,36,3790,197000,Estrella Roja,Cama,"{TV,Calefacción,Agua}",{},,{}
María Tejada Cardona,13296271,5,Maríacardona@viajes.cl,mateca,8L6clmJpztdVjIRv,\+56 2 6394 6272,Diurno,Consalud,Part time,502731,57201,2025-02-04,1376000,8,No disponible,45175,Pozuelo de Alarcón,Pontevedra,2025-03-09,2025-03-09,47,790,172000,Crucero del Norte,Cama,"{""Aire acondicionado"",Wifi,Baño}",{},,{}
Lorena Aguirre Vigil,13831098,1,loagvi@viajes.cl,lorena4243,yE1ItYUxl,\+56 9 0756 8733,Diurno,Consalud,Part time,502732,56874,2025-05-16,1810000,5,No disponible,72943,Oviedo,Segovia,2026-02-20,2026-02-22,98,3453,362000,Air New Zealand,,{},"{""Dos Hermanas"",Mérida,""Alcalá de Henares"",Ceuta}",Primera clase,{}
