nombre,run,dv,correo,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"Beatriz Mercado Curiel",10868033,0,,95MlQlE8w,"+56 2 6159 7984",,,,201000,1
"Berta Pabón Reyes",20965873,6,,FyD699NcEesevvGc,"+56 9 3158 0244",,,,133000,5
"Marcos Tejada Segovia",2349300,8,,r8rIXH6UKevOIlk,"+56 2 2824 3268",5198,,,305000,8
"Gabriel Valdivia Velázquez",4310546,0,,TPMD6V9uo3gC,"+56 9 3324 2489",7863,,,73000,9
"Jacobo Vanegas Trejo",16070582,7,,xpWLrH9aGjhuE,"+56 9 9953 9634",476,,,928000,5
"Rodrigo Zavala Martínez",1181499,6,,02TjgJPm6,"+56 2 5850 2474",905,,,38000,10
"Timoteo Maldonado Toledo",17182624,7,,OCx4ycpNR1cKekA,"+56 2 0576 8599",9973,,,960000,7
"Cristina Carrera Cordero",25283411,8,,Pt1TtRQli19Y,"+56 9 3880 4482",4676,,,8000,1
"Sr. Cristobal Tirado Zamudio",7895922,0,,vDIEc0uLy1k1XO4,"+56 2 0603 8168",3406,,,438000,10
"Margarita Galván Delafuente",4567599,9,,qk3c4wQ0B1GVXQw,"+56 9 5483 2641",468,,,63000,2
"Sta. Rodrigo Ríos Marroquín",19978054,1,,ArMq9BNl,"+56 2 8085 7226",7568,,,49000,4
"Teodoro Toro Altamirano",28543121,4,,8TySy5SWjV4ShuvF,"+56 9 9949 8005",5222,,,272000,4
"Arturo Cepeda Jasso",29900482,6,,WlLOFg15xv942,"+56 9 7555 4213",4773,,,91000,8
"Inés Fernández Muro",6394372,4,,aFrNWRl33IZmtv8,"+56 9 4949 2529",3340,,,269000,8
"Sra. Rebeca Matos Quintero",16396458,8,,XvbO3EOcS8bFWi3s,"+56 2 9655 1735",2260,,,339000,4
"Gilberto Velázquez Porras",7266955,8,,12C0I2IBwuTFycC,"+56 9 0528 7794",5042,,,232000,10
"Sr. José Tello Terrazas",14726212,9,,htRFRctz09,"+56 9 1588 4817",3290,,,700000,6
"Soledad Cotto Escobedo",1664331,3,,YzVJ3WIr8tTxxF,"+56 9 5445 2775",2209,,,77000,3
"Laura Calderón Matos",9027548,4,,atf4RYzM,"+56 9 7271 8880",2275,,,651000,4
"Patricio Robledo López",10361298,5,,I9X63JbqWDbe,"+56 9 5392 6298",,,,835000,9
"Blanca Alcala Jiménez",3285890,2,,JPDLe3z9qX2Lmo,"+56 9 0939 1230",5379,,,92000,6
"Mateo Hinojosa Ramírez",26097310,1,,8xwUHR5tPVWu,"+56 9 1785 8405",9581,,,994000,1
"Sra. Homero Acevedo Angulo",4761411,1,,o9zjESbN,"+56 2 4221 2609",4942,,,800000,5
"Eduardo Camarillo Arguello",11298042,1,,Ew06ei1B8,"+56 9 3025 2472",3083,,,365000,10
"Raquel Saavedra Tejeda",4894134,0,,dasreKU946B2v4R4,"+56 9 7225 1291",8883,,,55000,1
"Jorge Becerra Delgadillo",5000947,4,,vRfD1sUePPr8u,"+56 2 5635 4101",3462,,,494000,6
"Patricio Piña Tirado",3145011,3,,CSlgZBPSf5,"+56 9 8313 9194",6870,,,497000,7
"Marilu Escobedo Mascareñas",25508768,5,,zbAGRSFL0wqZ,"+56 9 9930 4436",642,,,897000,7
"Rocio Preciado Alfaro",9377533,1,,bqlHfGz9H,"+56 2 5017 8526",795,,,507000,4
"José Eduardo Porras Cantú",24164617,4,,aFixsz1Ddl3,"+56 2 8093 2335",4226,,,504000,10
"Gloria Rubio Jaimes",8086790,9,,KHz2NZbZ,"+56 9 3926 6087",7793,,,295000,4
"Salvador Valentín Duarte",9855693,7,,QpUQuzVx6uYQJX,"+56 9 9738 7745",3235,,,986000,9
"Susana Tamayo Beltrán",25626603,9,,eQ3pKFNof6,"+56 2 5115 4784",3734,,,189000,2
"Mario Corona Navarrete",9941241,4,,aPC4yY7m,"+56 9 9894 0858",2260,,,474000,3
"Sra. Rafael Jimínez Miramontes",20683555,9,,RFY5pRBHDdm5b1tS,"+56 9 6156 8404",3317,,,308000,5
"Gregorio Sandoval Navarro",13767814,6,,aXRI8FH2jvI3Eff,"+56 2 2149 7791",8407,,,358000,7
"Graciela Córdova Roybal",27415282,1,,eLYfqN0WR,"+56 2 7829 5110",6180,,,448000,4
"Sr. María Teresa Carreón Sanabria",5806404,3,,HhidY8UXklNR5c2B,"+56 9 3603 4023",,,,124000,7
"Sr. Eduardo Guzmán Estrada",25722128,4,,iZCaS7h3XWzeyv,"+56 9 4819 9082",5166,,,654000,3
"Germán Maldonado Haro",17446599,4,,2fxPi2zmvS,"+56 2 8869 2073",4455,,,135000,3
"Rocio Hurtado Acuña",14418082,5,,74rvZlbdu,"+56 2 1352 6931",3469,,,956000,8
"Marco Antonio Gil Montes",21115695,8,,RlrgLZW60Arjep,"+56 2 1901 8298",2850,,,947000,6
"Luis Miguel Rubio Toro",24012154,1,,YCJf3g2l,"+56 9 3564 4338",,,,613000,8
"Victoria Saavedra Abrego",23301565,6,,TPbPQVxu9cm,"+56 9 7792 3530",6564,,,18000,2
"Pedro Valdivia Valenzuela",13849047,2,,iV6Gs1vbUdLb,"+56 2 4406 7419",8079,,,110000,2
"Susana Espinoza Sisneros",12884058,7,,HW30qJPFBTe,"+56 9 8366 8307",1000,,,842000,9
"Sra. Virginia Tapia Quintana",16424663,4,,ZtnDLuIb6,"+56 2 0939 1305",9110,,,404000,4
"Sergio Marroquín Robles",18406807,9,,Bcr4x4eL,"+56 9 3197 6066",,,,232000,1
"Sra. Bernardo Malave Haro",22375535,2,,zemZV7WR,"+56 2 6853 1663",5212,,,444000,5
"Sta. Carolina Campos Cintrón",23394131,3,,qBBTT9cDYU2b,"+56 2 3259 8347",2148,,,700000,3
"Juan Gálvez Cerda",7210058,7,,7eQO3NSoVokPJ,"+56 2 8512 8514",1332,,,21000,9
"Emilio Bravo Márquez",14409674,8,,3IWuvzGPV7,"+56 9 9553 8355",3548,,,211000,7
"Emilio Araña Rodrígez",16470516,3,,2h3ttZEd7tV,"+56 2 0124 3610",,,,920000,8
"Sr. Pedro Rojo Elizondo",2403983,3,,7LAeAVScs,"+56 9 3915 0957",,,,865000,8
"Norma Bravo Madera",6800361,0,,10auKDJp,"+56 9 6250 3725",3827,,,311000,2
"Marilu Lara Madera",16732607,9,,p3zyfZhG,"+56 9 9557 1130",5875,,,398000,10
"Sr. Cristobal Tirado Zamudio",7895922,0,,vDIEc0uLy1k1XO4,"+56 2 0603 8168",3406,,,847000,3
"Sta. Andrés Valenzuela Carreón",26273976,4,,ONpUi6oMzP05,"+56 2 5645 1843",6802,,,319000,4
"Carlota Deleón Roybal",7314016,8,,g24HPpvYtFZiL3u,"+56 9 6501 7934",2601,,,663000,2
"Sra. Óscar Lozada Crespo",21925626,3,,VejL93gyLtv,"+56 2 4919 7824",4515,,,909000,4
"Daniel Garay Córdova",13263264,5,,gXup6BqBzaB8cM,"+56 9 8836 7880",6748,,,995000,1
"Ángela Robles Barrientos",25832718,7,,R8qAbwgHO,"+56 2 2165 2798",1853,,,470000,10
"Esteban Delagarza Lucio",8918532,0,,CPq7PRZ5q5A77vb,"+56 2 9112 1659",,,,672000,9
"Sr. Dolores Arevalo Casanova",27507373,2,,Lh48MrJHaPks9,"+56 9 6105 3156",4157,,,196000,2
"Juan Montemayor Lerma",22034523,0,,TK420cYS0vRsr,"+56 2 7651 3821",,,,605000,3
"Joaquín Vélez Roque",15394785,3,,qTab4tEv7,"+56 9 8253 2270",472,,,250000,5
"Patricio Bustos Benítez",2516890,4,,1l7BG9iuWB0in,"+56 9 7015 2575",8337,,,747000,3
"Esteban Cortez Madrid",3701566,6,,ze7Dz9BfI,"+56 9 6899 7240",,,,813000,9
"Inés Trujillo Tamez",27880071,0,,Tsa5uDPJ1,"+56 9 3979 1567",3653,,,689000,6
"Arturo Cepeda Jasso",29900482,6,,WlLOFg15xv942,"+56 9 7555 4213",4773,,,796000,2
"Elsa Rael Gaitán",1106248,0,,G4yC7TYyY,"+56 2 7731 4218",2566,,,90000,1
"Sr. Javier Tórrez Briones",9157819,5,,byWt0FpO25oKu7aG,"+56 9 4406 2528",,,,487000,9
"Julio Montes Fierro",4865475,2,,JgVip2G5rKAU,"+56 2 7975 1873",9628,,,685000,9
"Arturo Hurtado Lovato",29162909,2,,WK8RROEWC1rm15,"+56 2 4202 6905",,,,45000,10
"Julio Montes Fierro",4865475,2,,JgVip2G5rKAU,"+56 2 7975 1873",9628,,,678000,1
"Barbara Lugo Valles",12905494,3,,SxUr7J6SgoLWA,"+56 2 6986 8957",3144,,,978000,2
"Norma Viera Zambrano",13924821,6,,4nOO5wwVIhRJ,"+56 9 2131 4560",,,,198000,4
"Jaime Valle Cabán",14400961,6,,LpPwKfP1aVQbMmW,"+56 2 3604 8316",7268,,,786000,1
"Ignacio Santana Alcaraz",6155020,9,,nHiBzHAqdFF24,"+56 9 4025 4540",,,,537000,8
"Sr. Federico Oquendo Merino",27128597,4,,W7AIfeQ3B,"+56 9 5573 6289",,,,286000,3
"Sofia Rojas Rolón",7329777,6,,9MZFlrFz,"+56 2 7409 9727",7396,,,472000,3
"Juan Gálvez Cerda",7210058,7,,7eQO3NSoVokPJ,"+56 2 8512 8514",1332,,,461000,5
"Ana Ledesma Garay",9022709,5,,Ri164wdLriGVL,"+56 9 7769 8997",,,,169000,10
"Samuel Campos Córdova",7158117,9,,80wBagl6X598CJp,"+56 2 9277 5632",,,,51000,9
"Roberto Gonzales Rosario",20389762,0,,Iz24U9IhFJ,"+56 9 8633 6826",6258,,,558000,10
"César Echevarría Valdivia",24451343,7,,33I5RMrjIJle5xb7,"+56 9 6112 0586",4204,,,740000,3
"Julio Granado Rojo",3698235,8,,KvDtsQ8ncSVY,"+56 9 2903 6169",7618,,,22000,9
"Sra. Lola Valverde Pérez",26828146,0,,UdaGRJ5CQe4Gvz,"+56 2 7847 2966",942,,,613000,7
"Emilio Araña Rodrígez",16470516,3,,2h3ttZEd7tV,"+56 2 0124 3610",,,,671000,6
"Arturo Ballesteros Frías",3786947,6,,9e10vfDQt0iA2JP,"+56 9 5726 8163",1924,,,794000,6
"Patricio Robledo López",10361298,5,,I9X63JbqWDbe,"+56 9 5392 6298",,,,461000,1
"Julio Bernal Arce",20514721,2,,YdGuz13ROCuwmO,"+56 2 6174 0475",5711,,,364000,4
"César Galindo Alba",6794524,5,,avNeI0avb1,"+56 9 4228 4280",,,,396000,5
"Patricia Ballesteros Serna",9612979,0,,Ib29chWe2DratgcT,"+56 9 6424 7587",6369,,,627000,9
"Catalina Iglesias Arreola",14226813,8,,uzHpC9UTkRsPp,"+56 9 2943 8561",,,,151000,7
"Sr. José Tello Terrazas",14726212,9,,htRFRctz09,"+56 9 1588 4817",3290,,,763000,3
"Esteban Lara Paz",28091570,2,,e6E1WxA41yHlm2,"+56 2 8408 7249",9772,,,139000,7
"Lourdes Rubio Rincón",27623421,3,,T2rDhni8Pdz0UW,"+56 2 0515 5542",7577,,,691000,4
"Mario Corona Navarrete",9941241,4,,aPC4yY7m,"+56 9 9894 0858",2260,,,439000,10
"Lorenzo Galarza Castillo",18861928,5,,yj5QKRQgmirMuMS,"+56 9 2519 2670",1900,,,687000,10
"Eva Terrazas Barrientos",15770366,4,,sFcbE4IWLpAIG,"+56 9 6922 4542",9942,,,994000,9
"Sra. Adriana Archuleta Pacheco",26562781,0,,ctrkEW08jBjd5X,"+56 2 1122 8636",,,,330000,4
"Jorge Narváez Prado",22438856,6,,8ARIEjUO9D6B0,"+56 9 5224 2310",5438,,,55000,3
"Marta Zapata Paz",17981461,4,,FJP7ZjIh0s,"+56 9 2906 5767",8436,,,64000,10
"Sr. Nicolás Sepúlveda Griego",27232222,1,,r6NvulCuQ9Vvy,"+56 2 2952 6929",,,,258000,1
"Emilio Huerta Duarte",1885674,6,,Rq1y68OI4E9Kn,"+56 9 5691 8294",6972,,,614000,9
"Sra. Ramona Suárez Bravo",18815532,5,,8xw48bCNY566u,"+56 2 7589 4254",2665,,,823000,3
"Sr. María Teresa Carreón Sanabria",5806404,3,,HhidY8UXklNR5c2B,"+56 9 3603 4023",,,,246000,4
"Lourdes Otero Ramón",18959631,6,,HSKmN5QDiwCoJ5K,"+56 2 1449 0042",,,,721000,5
"Hugo Briseño Lugo",24745427,0,,YSdsEq1U8v,"+56 9 3930 2904",,,,766000,10
"Marco Antonio Gonzales Olivas",6987313,6,,EJi8nXB6i1dyM92U,"+56 9 0899 6173",,,,380000,6
"Graciela Vázquez Alonzo",9850851,2,,y4RgKxNGsVn,"+56 9 4279 1336",,,,973000,5
"Marco Antonio Serrato Granados",20801281,4,,V8AQ1zLKBNd9,"+56 2 5972 1983",2449,,,999000,4
"Sta. Antonia Pérez Acosta",7824635,9,,2pHDn4a6,"+56 2 8574 4699",5711,,,199000,3
"Mayte Delao Yáñez",1610116,3,,vulw1AJZ66VZa17,"+56 2 9740 3991",,,,440000,5
"Sta. Cristian Ramón Linares",5148879,0,,wd8x8XBQgLgb,"+56 2 1755 0426",6211,,,581000,6
"Víctor Montenegro Dueñas",8861381,7,,SC73bz2t0CDD,"+56 9 2030 1633",5927,,,524000,6
"Ana Luisa Gollum Cervántez",22597657,0,,oqfKRuvciYS8,"+56 9 1641 7833",362,,,766000,3
"César Echevarría Valdivia",24451343,7,,33I5RMrjIJle5xb7,"+56 9 6112 0586",4204,,,228000,7
"Gilberto Velázquez Porras",7266955,8,,12C0I2IBwuTFycC,"+56 9 0528 7794",5042,,,954000,2
"Marco Antonio Gonzales Olivas",6987313,6,,EJi8nXB6i1dyM92U,"+56 9 0899 6173",,,,92000,10
"Luis Sauceda Adorno",9355370,1,,l8yCMcBlOv5,"+56 2 1082 6904",7527,,,649000,6
"Ramiro Campos Téllez",15687722,2,,rB9rOzC9mEAHp,"+56 9 9604 7283",8289,,,540000,7
"Gilberto Saavedra Valverde",28844654,1,,mDZHd8oQK7jBJ6,"+56 2 0696 2522",,,,805000,2
"Eva Rosales Munguía",26314413,7,,ZuqeCh9HJeSqvh,"+56 2 8843 2577",5817,,,268000,10
"Adriana Barragán Carrero",7555926,3,,oCuCBe3jQ866BvRK,"+56 9 7280 8326",6312,,,820000,2
"Sr. Pedro Rojo Elizondo",2403983,3,,7LAeAVScs,"+56 9 3915 0957",,,,948000,4
"Olivia Verdugo Olivas",8251655,8,,dHN6ePkqOU4KUKFn,"+56 2 8618 6969",,,,223000,1
"Sra. Graciela Negrón Olivas",12100156,4,,x8a62QA4f,"+56 2 1725 5628",8352,,,146000,10
"Leonor Rodarte Roque",28948796,3,,6ZW8fT6w,"+56 9 6262 9243",,,,302000,8
"David Guajardo Tijerina",4775198,6,,xTA27LO7JWgQ,"+56 9 8112 9577",707,,,59000,2
"Sr. Cristobal Tirado Zamudio",7895922,0,,vDIEc0uLy1k1XO4,"+56 2 0603 8168",3406,,,982000,2
"Horacio Perea Pérez",3709064,1,,6OaL0gKzpGBoYu1r,"+56 9 0052 8986",1131,,,24000,10
"Teodoro Toro Altamirano",28543121,4,,8TySy5SWjV4ShuvF,"+56 9 9949 8005",5222,,,746000,4
"Víctor Montenegro Dueñas",8861381,7,,SC73bz2t0CDD,"+56 9 2030 1633",5927,,,112000,3
"Marilu Lara Madera",16732607,9,,p3zyfZhG,"+56 9 9557 1130",5875,,,788000,5
"Victoria Rocha Jaramillo",21716360,1,,IMBQS4FNnPrc,"+56 2 4668 7488",,,,794000,8
"Ramiro Campos Téllez",15687722,2,,rB9rOzC9mEAHp,"+56 9 9604 7283",8289,,,627000,4
"Salvador Patiño Guerrero",4210943,3,,1C7qxBFSzf,"+56 9 9105 9147",1538,,,438000,8
"Berta Alcántar Treviño",790018,5,,o8SRQ3MK611,"+56 9 8484 5692",5232,,,157000,6
"Emilio Huerta Duarte",1885674,6,,Rq1y68OI4E9Kn,"+56 9 5691 8294",6972,,,909000,8
"Jaime Ledesma Villalpando",17825787,2,,L1PSWYNsInURYPKw,"+56 2 4413 4822",9060,,,635000,5
"Francisca Delao Cotto",11213839,6,,X8jxf8yuvBlswL5,"+56 9 1078 5689",9293,,,331000,2
"Sra. Rosa Armas Guzmán",6817407,2,,BWFae4EKyX6,"+56 9 4045 5505",6079,,,103000,8
"Olivia Paz Martínez",26751062,4,,pa8aXp8Onh,"+56 2 2064 3359",4652,,,612000,6
"Sr. Agustín Menchaca Cervántez",4486143,4,,B9KM15YUScH1Dp,"+56 9 3002 8451",,,,17000,7
"Mayte Nieto Luevano",17792247,3,,CRqKHlX0,"+56 2 0318 7654",7783,,,729000,3
"Sr. Jacobo Chávez Mena",7078266,8,,X8oiawcY7fHPj,"+56 9 6571 2815",1658,,,464000,8
"Rodrigo Alva Cortés",18151962,1,,rucCGBhV2,"+56 2 7994 3125",,,,557000,7
"José Eduardo Escobedo Gracia",1525129,5,,uQtgK05bpVT63odu,"+56 9 9357 1117",2624,,,331000,8
"Yolanda Alaniz Menéndez",15716032,5,,Ir3X8t4dGuK4k,"+56 2 1832 5057",4017,,,242000,1
"Teresa Ulibarri Rael",3334123,1,,3AC6jBbS,"+56 9 3657 8269",,,,478000,9
"Gabriela Flores Jasso",15387336,3,,heaTG65YLWQ7qP,"+56 2 3617 3589",7182,,,827000,4
"Vicente Castellanos Sandoval",25180424,3,,8Vrt5T3ynhR,"+56 2 2222 6408",6054,,,659000,2
"Sta. Sergio Jáquez Amaya",28715961,5,,7Tpo8iLf,"+56 9 3949 9515",927,,,157000,4
"Mario Nájera Niño",28472399,7,,V7U0TaLlI7mt,"+56 2 4427 9931",6709,,,241000,1
"Teodoro Perales Ríos",18070157,9,,27m73CtTnQuoLop,"+56 2 4267 2434",5,,,202000,8
"Sr. Norma Cervántez Henríquez",24179482,2,,r81SqZFcV2q0m7l0,"+56 9 2084 3369",,,,402000,5
"Sta. Mercedes Arias Moya",13092032,6,,0POHdbgK,"+56 2 3764 7345",5710,,,437000,2
"Roberto Nieves Lovato",15790093,3,,f5nEr6DQPp,"+56 2 9039 5428",4873,,,722000,2
"Jorge Luis Monroy Arguello",1170830,7,,hADj94S6q,"+56 9 2617 5846",8514,,,440000,6
"Sta. Cristobal Díaz Urbina",551173,3,,7ii01xWiHT7W,"+56 9 4202 5276",8722,,,564000,6
"Mónica Paredes Alcaraz",10982007,4,,ede5CxdJs,"+56 9 5849 6371",7312,,,11000,10
"Ramiro Campos Téllez",15687722,2,,rB9rOzC9mEAHp,"+56 9 9604 7283",8289,,,239000,8
"Gabriel Anaya Cervántez",25222745,2,,T56xp2r0obhHAuM,"+56 2 0286 0143",7034,,,220000,2
"Sta. Reina Miranda Sáenz",907935,5,,Y3x0L72FSmqdUmv8,"+56 9 6877 7993",893,,,61000,4
"Margarita Galván Delafuente",4567599,9,,qk3c4wQ0B1GVXQw,"+56 9 5483 2641",468,,,665000,9
"Yolanda Alaniz Menéndez",15716032,5,,Ir3X8t4dGuK4k,"+56 2 1832 5057",4017,,,353000,1
"Leticia Arellano Alba",25285552,2,,HWiWylIZlqG46,"+56 9 8529 0412",7688,,,822000,4
"José Eduardo Porras Cantú",24164617,4,,aFixsz1Ddl3,"+56 2 8093 2335",4226,,,557000,9
"Gregorio Sandoval Navarro",13767814,6,,aXRI8FH2jvI3Eff,"+56 2 2149 7791",8407,,,214000,1
"Elsa Rael Gaitán",1106248,0,,G4yC7TYyY,"+56 2 7731 4218",2566,,,760000,2
"Luis Miguel Barraza Bahena",13000686,4,,oDcWqTV1VoYqU,"+56 9 6279 1033",4092,,,179000,6
"Florencia Cerda Aranda",3644021,5,,ec4Y9RUegC,"+56 2 9922 2149",6638,,,132000,2
"Irene Farías Garza",9337795,7,,2Jx5rnDY,"+56 9 9587 4131",3139,,,605000,2
"Sra. Hernán Manzanares Molina",12979947,5,,EkAv4ghL,"+56 2 3838 4245",8216,,,430000,5
"Marilu Lara Madera",16732607,9,,p3zyfZhG,"+56 9 9557 1130",5875,,,928000,1
"Sra. Mateo Bustos Barragán",14307125,8,,qRu0nDt5,"+56 2 4571 7385",462,,,909000,9
"Horacio Perea Pérez",3709064,1,,6OaL0gKzpGBoYu1r,"+56 9 0052 8986",1131,,,243000,6
"Marilu Armenta Beltrán",10301761,3,,vZm5tuCHXYE5,"+56 2 9826 0289",7794,,,476000,3
"Esteban Cortez Madrid",3701566,6,,ze7Dz9BfI,"+56 9 6899 7240",,,,159000,1
"Blanca Menchaca Briones",27406379,6,,eDvGpIcgC2Mzd05,"+56 9 1542 9565",,,,919000,3
"José Quiñones Linares",17370674,3,,o01nC68g,"+56 9 2209 7086",,,,921000,9
"Gilberto Miramontes Muñiz",12768133,2,,1CHUzkFfHPGg,"+56 2 6555 5654",8450,,,1000000,1
"Nicolás Matos Olmos",9177028,4,,w4KdZkWgWc3bWn12,"+56 2 8595 6763",,,,179000,10
"Sr. Raúl Mena Gurule",7699764,4,,9gARcdWdA3Z,"+56 9 8410 6300",,,,594000,9
"Julia Reyes Carrasquillo",7007599,3,,9HLkfcOB6wXNq8Lp,"+56 9 0821 0056",1295,,,197000,9
"Víctor Galindo Muñiz",11806200,5,,agkQk0xK,"+56 2 6394 6474",2997,,,360000,6
"José Eduardo Valdés Abrego",493896,4,,zJDdgH7eK6n,"+56 9 8108 3569",5987,,,5000,6
"Ana Luisa Sanabria Salinas",28873736,6,,2Qrb0EKtNL,"+56 2 8186 4238",9348,,,966000,5
"Cecilia Arevalo Riojas",14400908,1,,VlJjRxs8moQp,"+56 2 0370 9455",9695,,,60000,4
"Gabriela Colunga Mota",28680136,6,,wI8d34Wp1yHnh7Lf,"+56 2 8034 7841",2067,,,618000,4
"Sra. Rafael Jimínez Miramontes",20683555,9,,RFY5pRBHDdm5b1tS,"+56 9 6156 8404",3317,,,448000,7
"Jesús Pérez Villaseñor",25026911,0,,OSdrdaob8,"+56 9 9596 4630",5897,,,359000,10
"David Villareal Murillo",12823355,6,,CVDufZg47Z,"+56 2 6944 1799",4797,,,592000,4
"Sta. Vicente Solís Delafuente",26471375,1,,DUScNp18SsENEMp,"+56 9 3093 0243",6744,,,386000,1
"Marisol Bermúdez Saiz",17773912,6,,oC2VrHwzWEM,"+56 2 0905 8401",2933,,,251000,4
"Marco Antonio Serrato Granados",20801281,4,,V8AQ1zLKBNd9,"+56 2 5972 1983",2449,,,405000,6
"Daniel Garay Córdova",13263264,5,,gXup6BqBzaB8cM,"+56 9 8836 7880",6748,,,833000,10
"Emilio Santacruz Cedillo",14033526,2,,gtm4vV3gS,"+56 2 4135 5002",6248,,,933000,3
"Enrique Urbina Mascareñas",1587370,6,,kk07Y15TfLEv6,"+56 9 7820 1840",9430,,,680000,9
"Salvador Merino Bonilla",14111440,3,,2S3QrMYvJpa,"+56 9 1473 6260",4495,,,123000,1
"Sta. Ramona Tirado Santillán",28425568,5,,8Pm0ObXSL4,"+56 9 9182 0490",2412,,,359000,7
"Arturo Ballesteros Frías",3786947,6,,9e10vfDQt0iA2JP,"+56 9 5726 8163",1924,,,47000,5
"Olivia Urrutia Delrío",9781681,4,,7wCEicXF8BQ9,"+56 2 3922 3081",5541,,,555000,6
"Marisol Bermúdez Saiz",17773912,6,,oC2VrHwzWEM,"+56 2 0905 8401",2933,,,436000,10
"Ignacio Piña Pichardo",15103666,9,,8QD5GbdJWvJUap,"+56 9 7909 3273",3667,,,247000,10
"Sr. Javier Tórrez Briones",9157819,5,,byWt0FpO25oKu7aG,"+56 9 4406 2528",,,,358000,6
"Víctor Galindo Muñiz",11806200,5,,agkQk0xK,"+56 2 6394 6474",2997,,,64000,8
"Sr. Adán Aguayo Sanches",24463967,1,,iqTT0K1B4yn,"+56 9 1620 2739",7035,,,676000,6
"Julio Tapia Olivo",5794981,5,,t9FCIwgRuPQB,"+56 2 6841 1952",416,,,886000,7
"Clara Lemus Riojas",25285769,5,,CvoYAcHNKJ1jU,"+56 9 7071 7323",559,,,403000,9
"Samuel Campos Córdova",7158117,9,,80wBagl6X598CJp,"+56 2 9277 5632",,,,833000,7
"María Soledad Castillo Vélez",24632792,4,,S8izHBK2tV8jAo,"+56 9 9134 2236",2807,,,300000,6
"Elisa Valdés Concepción",24518301,1,,T4Vwse3I7,"+56 9 7287 8796",3370,,,621000,3
"Gregorio de Jesús Aponte",6241801,7,,GlM3mx3FXk7Ut,"+56 9 6213 1431",,,,289000,6
"Jerónimo Cruz Valdez",18946101,2,,r2gmT1NxCVt6kvq,"+56 9 6828 6192",5379,,,729000,9
"Teodoro Toro Altamirano",28543121,4,,8TySy5SWjV4ShuvF,"+56 9 9949 8005",5222,,,712000,3
"Leticia Sotelo Leyva",27975851,7,,x2oaUfJVsIL9av,"+56 9 4705 4845",1546,,,313000,2
"Agustín Ibarra Garrido",2177970,0,,VHbyJwB5,"+56 9 7117 5033",2459,,,881000,1
"Leticia Sotelo Leyva",27975851,7,,x2oaUfJVsIL9av,"+56 9 4705 4845",1546,,,554000,6
"Carlota Nieves Guerrero",25508975,6,,Ude51PFGyx,"+56 2 9185 6944",808,,,800000,2
"Alfredo Merino Alicea",8476638,4,,3h2dVTtqlXQpagJ,"+56 2 6849 8170",2095,,,20000,1
"Sta. Mario Aparicio Prieto",24765748,1,,vZbOHB6N25,"+56 9 0843 2005",1276,,,98000,1
"Victoria Leiva Villagómez",20190870,5,,UpCwfr991o7eLpD,"+56 9 8301 8394",,,,444000,9
"Sta. Andrés Valenzuela Carreón",26273976,4,,ONpUi6oMzP05,"+56 2 5645 1843",6802,,,380000,9
"Adán Rivero Valadez",11232685,3,,h4bk2qRDsNzn,"+56 2 5745 4074",687,,,774000,4
"José María Colón Tamayo",13543225,5,,iXn3L7sJD,"+56 9 4085 5799",3983,,,429000,6
"Julia Escobedo Olivas",22866815,1,,ZxTr21L3rsnX7tsa,"+56 9 4749 5771",5135,,,772000,5
"María Eugenia Peres Ramón",2542102,3,,ztX7rDf4X,"+56 2 2771 3533",2109,,,714000,8
"Sra. Susana Orozco Esquivel",29562465,1,,vJlu6gJ8od50,"+56 9 5852 6747",5774,,,663000,7
"Lourdes Zamora Iglesias",28178895,1,,0RE7iTKy0,"+56 9 0898 6410",1807,,,712000,10
"Sr. Cristina Páez Rentería",2667561,5,,DVfWcS0jGmkZ,"+56 2 8807 5557",,,,456000,3
"Sra. Barbara Oquendo Alva",11752918,0,,oUNIVQ0aCbUSvpp,"+56 9 4339 3581",5815,,,768000,4
"Alfonso Razo Vázquez",12382111,0,,WNi6sBt11RQbJiqr,"+56 9 8004 7389",9854,,,995000,4
"Adela Pérez Núñez",7398735,3,,iSel8RX8,"+56 2 1385 0515",2447,,,787000,3
"Salvador Valentín Duarte",9855693,7,,QpUQuzVx6uYQJX,"+56 9 9738 7745",3235,,,525000,1
"Adela Chavarría Quiñónez",8419924,9,,sI6zXlo1,"+56 9 0857 2468",9010,,,79000,8
"Alfonso Razo Vázquez",12382111,0,,WNi6sBt11RQbJiqr,"+56 9 8004 7389",9854,,,425000,4
"Laura Barrera Almonte",15714200,1,,2NXQf5rmN6E8k,"+56 9 3306 3140",3290,,,214000,6
"Patricio Robledo López",10361298,5,,I9X63JbqWDbe,"+56 9 5392 6298",,,,296000,9
"Norma Viera Zambrano",13924821,6,,4nOO5wwVIhRJ,"+56 9 2131 4560",,,,973000,5
"Sra. Óscar Lozada Crespo",21925626,3,,VejL93gyLtv,"+56 2 4919 7824",4515,,,733000,10
"Carlota Aponte Ojeda",,5,,vCZuByDNKj9M,"+56 9 5542 0941",,,,496000,3
"Salvador Valentín Duarte",9855693,7,,QpUQuzVx6uYQJX,"+56 9 9738 7745",3235,,,635000,8
"María Luisa Rolón Cavazos",14831705,1,,PGbvvY1l0h,"+56 9 3785 8635",5396,,,497000,3
"Sta. Eloisa Hurtado Delacrúz",14024636,6,,hegYJZYAw2O84V,"+56 9 6072 2130",,,,704000,10
