nombre,run,dv,correo,telefono_contacto,jornada,isapre,contrato,fecha,monto,cantidad_personas,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
"Vicente Castellanos Sandoval",25180424,3,correo_sin_arroba.com,"\+56 2 2222 6408","56 5 1399 8281",,,2026-08-20,766000,-10,570,Torrevieja,torrelavega#,79,1332,41000,"TGV (SNCF)",,"{Baño,Agua,""Aire acondicionado""}",{},,"{Granada,Reus,""El Puerto de Santa María""}"
"Sr. Javier Tórrez Briones",9157819,5,correo_sin_arroba.com,"\+56 9 4406 2528","56 4 9611 5366",Consalud,"Part time",2026-07-18,24000,10,5124,Coslada,Córdoba,75!!!,489,5000,Amtrak,,,{},,"{""Palma de Mallorca"",Córdoba}"
"Sta. María Teresa Ybarra Gaytán",7855203,7,rochel@waldo.com,"\+56 9 9327 8556",,,,2026-04-18,12/12/2030,7,86063,Tarrasa,Orense,51!!!,2686,222000,ScotRail,,"{Calefacción,""Asientos reclinables"",Wifi,TV,Comida}",{},,"{""La Coruña"",Cartagena,Vigo,Zamora,Vigo}"
"Manuel Aranda Núñez",22211149,5,lida@waldo.com,"\+56 9 1058 5245","56 8 8654 5504",,,2026-07-12,11000,10,15325,Segovia,Alcorcón,85,3877,317000,"Alaska Airlines",,{},"{Mérida,Paterna,Torrevieja,Elche}","Primera clase",{}
"Ramón Partida Roque",10944037,5,palmer@turket.com,"\+56 9 7035 5979",,,,2026-12-11,665000,9,61592,Granollers,Valdemoro,38,642,96000,BoltBus,Cama,"{Baño,TV,""Asientos reclinables""}",{},,{}
"Amalia Delgado Llamas",14926840,0,correo_sin_arroba.com,"\+56 2 9484 2630",,,,2026-07-06,17/8/2024,-9,3278,Badalona,Benidorm,43!!!,589,72000,Alsa,Cama,"{TV,""Aire acondicionado"",""Asientos reclinables""}",{},,{}
"Sta. Arturo Anaya Villalpando",9951300,2,correo_sin_arroba.com,"\+56 2 2987 5174","56 7 1158 6631",,,2025-01-25,18/12/2021,-4,26097,León,Lérida,36,616,162000,"Via Bariloche",Cama,"{""Asientos reclinables"",Baño,Wifi}",{},,{}
"Conchita Solano Caldera",99.999.999-K,1,correo_sin_arroba.com,"\+56 9 8594 8375",,,,2025-06-07,4/3/2027,-3,63084,"Santa Coloma de Gramanet",Mijas,16!!!,558,59000,Thalys,,,{},,"{Gecho,Fuenlabrada}"
"Patricio Robledo López",10361298,5,wilmer.bogisich@viajes.cl,"\+56 9 5392 6298",Diurno,Consalud,"Part time",2026-02-22,25/4/2021,-3,52995,Manresa,Vitoria,31,672,123000,Turbus,Cama,"{Calefacción,Agua,""Aire acondicionado""}",{},,{}
"José Eduardo Porras Cantú",24164617,4,harris@marmol.com,"\+56 2 8093 2335","56 9 5698 7933",,,2025-07-12,881000,1,7989,Mijas,murcia#,7,3254,164000,Amtrak,,"{Baño,""Asientos reclinables"",Comida,""Aire acondicionado"",Calefacción,Agua}",{},,"{Leganés,Valladolid,Mijas,Irún}"
"Óscar Bétancourt Salazar",1045246,9,correo_sin_arroba.com,"\+56 9 0381 5616",,,,2026-12-16,23/12/2022,-4,83418,Valencia,gijón#,87,1885,124000,Lufthansa,,{},{},"Clase económica",{}
"María del Carmen Fuentes Sevilla",2909220,4,correo_sin_arroba.com,"\+56 9 3852 0137",Diurno,Colmena,"Part time",2025-11-16,5/12/2020,6,51055,Badajoz,"collado villalba#",33!!!,193,17000,Greyhound,Normal,"{""Asientos reclinables"",Baño,Calefacción}",{},,{}
"María Elena Peña Juárez",99.999.999-K,0,antony_mills@waldo.com,"\+56 9 7545 3522","56 2 7870 8622",,,2025-11-16,214000,-6,27832,"Talavera de la Reina",benidorm#,61,4086,234000,"Shinkansen (Japón)",,"{Baño,""Asientos reclinables"",Agua,Comida,""Aire acondicionado"",TV,Calefacción}",{},,"{Gecho,""Collado Villalba"",Málaga,Segovia}"
"Roberto Rosario Caldera",29415298,3,correo_sin_arroba.com,"\+56 2 5096 2316","56 8 7554 9639",Banmédica,"Full time",2025-01-13,685000,-8,17874,Majadahonda,"san sebastián#",73,4305,158000,"Singapore Airlines",,{},"{Linares,Barcelona,Elche,Mérida,Torrelavega}","Primera clase",{}
"Luisa Tijerina Baeza",99.999.999-K,1,correo_sin_arroba.com,"\+56 9 7673 0414","56 7 1797 7749",,,2025-05-15,374000,-6,2995,Baracaldo,"Dos Hermanas",44!!!,386,83000,BoltBus,Semi-cama,"{TV,Calefacción,""Asientos reclinables""}",{},,{}
"Homero Gaona Quintana",8616034,5,correo_sin_arroba.com,"\+56 9 8782 7062",,,,2025-02-13,397000,4,61110,Zaragoza,burgos#,37,751,77000,"Wizz Air",,{},"{""Hospitalet de LLobregat"",Badajoz}","Clase económica",{}
"Jesús Escamilla Ornelas",99.999.999-K,7,clifford.kerluke@outlook.com,"\+56 9 6354 4471","56 4 2912 8165",,,2025-07-18,788000,7,25883,"Jerez de la Frontera",cádiz#,100,2173,233000,EasyJet,,{},"{Leganés,""El Prat de LLobregat"",""El Ejido""}","Clase ejecutiva",{}
"Arturo Franco Águilar",23833611,8,patricia_schowalter@waldo.com,"\+56 9 2843 0401",,,,2026-06-13,171000,-1,55154,Orense,zamora#,46!!!,255,45000,Megabus,Normal,"{Comida,""Aire acondicionado"",Baño}",{},,{}
"Sta. Natalia Sotelo Zarate",99.999.999-K,1,joeann@viajes.cl,"\+56 2 4342 6646",,,,2025-02-14,584000,3,16070,Torremolinos,"Hospitalet de LLobregat",47,326,77000,"Buses Bio Bio",Normal,"{""Asientos reclinables"",Calefacción,Wifi}",{},,{}
"Francisco Almaraz Luna",1076547,6,jolanda.ohara@turket.com,"\+56 2 5522 9710",,,,2026-01-27,30/6/2028,-1,77483,Gijón,Granollers,34,328,50000,Alsa,Semi-cama,"{Comida,Agua,TV}",{},,{}
"Cristobal Alejandro Candelaria",99.999.999-K,0,jodee@marmol.com,"\+56 2 0307 4521",,,,2025-03-28,511000,-3,45831,"Torrejón de Ardoz",valencia#,92,3330,306000,"Indian Railways",,"{""Aire acondicionado"",""Asientos reclinables"",Wifi,Comida,Baño,TV}",{},,{Reus}
"Sta. Óscar Flórez Venegas",22269716,4,correo_sin_arroba.com,"\+56 2 9870 9128",Diurno,Consalud,"Full time",2025-07-09,9/3/2025,2,48244,"Las Palmas de Gran Canaria",calahorra#,45,4115,411000,"Deutsche Bahn (DB)",,"{Wifi,TV,Baño,Agua,Calefacción,Comida,""Asientos reclinables""}",{},,"{Córdoba,Elche,Puertollano}"
"Felipe Samaniego Arredondo",99.999.999-K,9,correo_sin_arroba.com,"\+56 2 5374 0968",Diurno,Fonasa,"Full time",2026-09-06,748000,-4,6061,Segovia,Gijón,81,378,26000,AVE,,,{},,{Calahorra}
"Federico Cedillo Sanabria",17583285,3,sheridan@outlook.com,"\+56 2 0011 8156",,,,2025-02-03,30/5/2030,-8,98981,Lorca,huelva#,69!!!,3366,100000,"Ethiopian Airlines",,{},{Ferrol},"Clase ejecutiva",{}
"Ana Madrigal Rubio",10437907,5,many@viajes.cl,"\+56 9 9998 6985","56 8 7028 5668","Más vida","Full time",2025-01-26,17/10/2020,10,31415,Ponferrada,"cornellá de llobregat#",31,136,6000,FlixBus,Normal,"{Calefacción,Comida,""Aire acondicionado""}",{},,{}
"Guillermina Fajardo Aponte",99.999.999-K,4,juan.kuhn@outlook.com,"\+56 9 5625 6424",,,,2026-07-31,961000,7,96157,Fuenlabrada,"Jerez de la Frontera",3!!!,3541,122000,Italo,,"{Calefacción,Wifi,""Aire acondicionado"",Comida,Baño,Agua}",{},,"{""Cornellá de Llobregat"",Fuengirola,Inca,""Santa Cruz de Tenerife"",Gerona}"
"Samuel Campos Córdova",99.999.999-K,9,maple_howell@viajes.cl,"\+56 2 9277 5632","56 1 2456 8872",Banmédica,"Part time",2026-01-06,6/11/2025,-7,49261,Manresa,Gerona,34!!!,430,37000,Andesmar,Semi-cama,"{Wifi,Baño,TV}",{},,{}
"Marilu Ponce Vallejo",99.999.999-K,7,kurt@marmol.com,"\+56 9 1422 6682","56 2 3087 6891",,,2026-10-17,738000,2,40682,Bilbao,"collado villalba#",82,3705,346000,"Spirit Airlines",,{},{Badalona},"Primera clase",{}
"Graciela Bahena Otero",18989039,2,cleo@waldo.com,"\+56 2 2036 7970","56 2 8391 3938",,,2025-12-17,496000,5,29102,Cuenta,Majadahonda,49!!!,268,21000,Damas,Normal,"{Agua,Wifi,Comida}",{},,{}
"Sr. Rosario Armendáriz Guerra",99.999.999-K,1,kamala@viajes.cl,"\+56 2 1785 5765","56 2 9898 3702",Consalud,"Full time",2025-07-05,939000,3,20203,"Pozuelo de Alarcón",Orihuela,72!!!,777,83000,"KTX (Corea del Sur)",,"{Calefacción,Comida,TV}",{},,"{Coslada,Almería}"
"Ramiro Rascón Saavedra",27760951,7,correo_sin_arroba.com,"\+56 9 4079 1048","56 3 7304 1116","Más vida","Full time",2025-12-05,246000,6,27375,"Ciudad Real","sanlúcar de barrameda#",99!!!,3648,437000,EuroCity,,"{Calefacción,Wifi,""Aire acondicionado"",""Asientos reclinables"",Baño,TV,Comida}",{},,"{""San Sebastián"",""Torrejón de Ardoz"",Mataró,""Roquetas de Mar"",Viladecans}"
"César Galindo Alba",99.999.999-K,5,correo_sin_arroba.com,"\+56 9 4228 4280",Diurno,"Más vida","Part time",2025-03-01,890000,5,45440,Telde,málaga#,36!!!,540,89000,Andesmar,Cama,"{""Aire acondicionado"",Comida,Agua}",{},,{}
"Ramón Gastélum Fierro",99.999.999-K,7,correo_sin_arroba.com,"\+56 9 5848 9909",,,,2026-08-09,24/8/2023,5,49165,Linares,"jerez de la frontera#",29,1224,145000,"Air New Zealand",,{},"{Murcia,Oviedo,""Jerez de la Frontera""}","Clase económica",{}
"Dolores Granados Porras",25795068,2,sheryl.ward@marmol.com,"\+56 2 9569 0183","56 4 8815 8160",,,2026-08-24,253000,7,23249,Fuenlabrada,"alcalá de henares#",82,2302,180000,"Delta Air Lines",,{},"{""Alcalá de Henares""}","Clase ejecutiva",{}
"Gonzalo Sánchez Blanco",99.999.999-K,5,majorie.rohan@viajes.cl,"\+56 2 3353 8965",,,,2025-07-24,17/10/2020,-7,89810,Santander,pontevedra#,71!!!,4060,194000,Eurostar,,"{TV,Wifi,Comida,""Asientos reclinables"",Calefacción,Agua,""Aire acondicionado""}",{},,{}
"David Cavazos Fernández",16982588,9,correo_sin_arroba.com,"\+56 2 5609 1006",Nocturno,Fonasa,"Part time",2025-11-29,7/3/2023,2,90830,"El Prat de LLobregat","El Ejido",84!!!,958,99000,"West Midlands Trains",,"{Comida,TV,""Aire acondicionado""}",{},,"{Lugo,Calahorra}"
"Carlos Acevedo Canales",99.999.999-K,2,jacques_keebler@viajes.cl,"\+56 2 8424 4625",,,,2025-01-29,20/7/2024,-4,72124,"San Sebastían de los Reyes","Cerdañola del Vallés",31!!!,3425,233000,"JR Central",,"{TV,Wifi,""Asientos reclinables"",Baño,Agua,Comida}",{},,"{""Castellón de la Plana"",Rubí,Tarragona,Lugo,""La Coruña""}"
"Sr. Eduardo Guzmán Estrada",25722128,4,correo_sin_arroba.com,"\+56 9 4819 9082",,,,2026-08-09,22000,3,15277,Córdoba,rubí#,40!!!,220,49000,FlixBus,Normal,"{""Asientos reclinables"",TV,Wifi}",{},,{}
"Marilu Cardenas Robles",99.999.999-K,3,correo_sin_arroba.com,"\+56 9 2515 1172","56 2 2326 7600",,,2026-06-03,110000,1,70907,"Jerez de la Frontera",Valdemoro,46!!!,492,59000,Greyhound,Semi-cama,"{Wifi,Comida,Calefacción}",{},,{}
"Sta. Andrés Zamudio Castellanos",99.999.999-K,8,michel@waldo.com,"\+56 2 8055 7179","56 1 1507 5764",,,2026-11-18,596000,4,50620,Vigo,Baracaldo,41,2499,283000,"JR East",,"{Baño,Wifi,Comida,Agua,""Aire acondicionado""}",{},,"{""La Coruña"",""El Prat de LLobregat""}"
"Dorotea Meza Rosado",99.999.999-K,4,josefa_konopelski@viajes.cl,"\+56 2 4748 4057","56 2 3314 7642",Banmédica,"Full time",2026-08-02,779000,4,18975,Benalmádena,oviedo#,77!!!,3954,338000,Avianca,,{},"{""Torrejón de Ardoz"",""La Coruña"",Alcobendas,Valdemoro,""Molina de Segura""}","Primera clase",{}
"Sr. Eduardo Guzmán Estrada",25722128,4,correo_sin_arroba.com,"\+56 9 4819 9082","56 9 4739 9914",,,2025-02-25,12/3/2024,-7,40844,Burgos,Vitoria,37,2455,90000,WestJet,,{},"{Palencia,Viladecans}","Clase ejecutiva",{}
"Sta. Sara Jimínez Montalvo",15414501,1,correo_sin_arroba.com,"\+56 2 1642 2998","56 7 8949 1133",Consalud,"Part time",2026-03-18,272000,-5,22340,Majadahonda,Motril,33!!!,406,76000,Plusmar,Cama,"{""Aire acondicionado"",""Asientos reclinables"",Wifi}",{},,{}
"Gonzalo Otero Meraz",4839613,7,virgil_olson@marmol.com,"\+56 9 4085 0365","56 8 5175 1575",,,2025-09-09,287000,6,47103,Benidorm,"Pozuelo de Alarcón",72!!!,3877,211000,"Spirit Airlines",,{},"{Reus,Sabadell}","Primera clase",{}
"Sta. María Soledad Arce Rentería",20581073,6,correo_sin_arroba.com,"\+56 2 0052 7455",,,,2025-03-28,23/5/2030,-10,70262,"Collado Villalba","chiclana de la frontera#",55!!!,3652,164000,"Indian Railways",,"{Calefacción,Comida,""Aire acondicionado"",Wifi,""Asientos reclinables"",TV,Baño}",{},,{}
"César Echevarría Valdivia",99.999.999-K,7,magaly_christiansen@viajes.cl,"\+56 9 6112 0586","56 5 9187 6112",,,2026-09-04,751000,-8,25949,Ponferrada,segovia#,18!!!,1891,155000,AVE,,"{""Aire acondicionado"",Calefacción,Baño,""Asientos reclinables""}",{},,{}
"Norma Viera Zambrano",13924821,6,correo_sin_arroba.com,"\+56 9 2131 4560","56 1 3992 2274",Banmédica,"Full time",2026-08-16,26/2/2022,6,90768,Murcia,Leganés,58!!!,2005,121000,"JR Central",,"{Calefacción,Wifi,Baño,""Asientos reclinables""}",{},,"{Pontevedra,Granada,""Castellón de la Plana"",Coslada,Gecho}"
"Diego Ocasio Rocha",99.999.999-K,4,laura@marmol.com,"\+56 9 6919 9588",,,,2026-04-28,977000,-6,56008,Jaén,"Molina de Segura",38!!!,444,75000,Avanza,Cama,"{Wifi,Calefacción,""Aire acondicionado""}",{},,{}
"Manuel Leiva Casanova",99.999.999-K,7,correo_sin_arroba.com,"\+56 9 9986 5237","56 9 4312 5409",,,2025-11-09,661000,3,86347,"Dos Hermanas",cádiz#,4!!!,2122,173000,"Air France",,{},"{""San Cristróbal de la Laguna"",Irún,Palencia}","Clase económica",{}
"Sr. Dolores Arevalo Casanova",27507373,2,loren.jacobi@turket.com,"\+56 9 6105 3156",,,,2026-03-03,17/1/2029,3,56890,Baracaldo,Ávila,46!!!,1336,120000,Lufthansa,,{},"{Estepona,Coslada,Cartagena,Jaén,Pamplona}","Clase económica",{}
"José Emilio Alemán Olivera",8699499,8,correo_sin_arroba.com,"\+56 9 7189 1605","56 1 1775 6047",,,2026-03-30,14/4/2024,6,5639,Madrid,"El Ejido",46,163,39000,Socibus,Normal,"{Calefacción,""Asientos reclinables"",Comida}",{},,{}
"Mateo Montaño Reyna",99.999.999-K,8,correo_sin_arroba.com,"\+56 9 1240 4865",,,,2025-01-15,24/7/2030,-4,48336,Torrelavega,"Cornellá de Llobregat",58,2226,167000,JetBlue,,{},"{Granollers,Benidorm}","Primera clase",{}
"Mateo Montaño Reyna",17885484,8,correo_sin_arroba.com,"\+56 9 1240 4865","56 5 8411 5193",,,2026-08-06,4/3/2028,6,50046,"Santiago de Compostela",Córdoba,1!!!,1355,67000,"Air Canada",,{},"{Orihuela,Pamplona}","Clase económica",{}
"Amalia Águilar Mata",20770790,4,connie.borer@outlook.com,"\+56 9 0018 1500","56 4 6849 8926",,,2025-08-18,29/9/2025,-10,87957,Irún,benalmádena#,50,438,75000,"Via Bariloche",Cama,"{Wifi,""Aire acondicionado"",Baño}",{},,{}
"Teresa Godínez Lira",99.999.999-K,5,rozanne@viajes.cl,"\+56 9 3278 9081",Nocturno,Banmédica,"Full time",2025-01-15,243000,8,72614,Rubí,gerona#,44!!!,229,10000,"EME Bus",Normal,"{""Asientos reclinables"",Comida,TV}",{},,{}
"Lourdes Cintrón Tovar",12438829,9,lilia@waldo.com,"\+56 9 2575 8521","56 5 6596 5723",,,2025-01-15,3/4/2028,-8,95425,"El Ejido",Torremolinos,42,353,23000,JetSur,Semi-cama,"{""Aire acondicionado"",Calefacción,TV}",{},,{}
"Felipe Valadez Saavedra",99.999.999-K,6,issac@marmol.com,"\+56 9 4054 9966",,,,2026-02-19,12/12/2022,-10,20205,Palencia,Arrecife,43,681,99000,BoltBus,Cama,"{""Aire acondicionado"",Wifi,Comida}",{},,{}
"Sra. Blanca Yáñez Pelayo",99.999.999-K,7,correo_sin_arroba.com,"\+56 2 8286 5730","56 9 4857 8470",,,2025-05-17,271000,-3,36734,Leganés,pamplona#,38,663,57000,"JR Central",,,{},,{Móstoles}
"Pablo Vera Casanova",18210473,0,correo_sin_arroba.com,"\+56 9 7435 9769","56 6 2905 9833",,,2025-11-29,339000,8,96234,Logroño,mijas#,48,491,149000,Socibus,Cama,"{Wifi,TV,Baño}",{},,{}
"Blanca Menchaca Briones",27406379,6,naomi@viajes.cl,"\+56 9 1542 9565",Diurno,Consalud,"Full time",2025-05-31,137000,2,12019,Estepona,"Talavera de la Reina",40,215,47000,Monbus,Normal,"{""Aire acondicionado"",Comida,Wifi}",{},,{}
"Sr. Jaime Cordero Crespo",99.999.999-K,0,cory@outlook.com,"\+56 9 0753 2930",,,,2026-12-15,9000,-1,44237,Alcorcón,"Santa Lucía de Tirajana",19!!!,897,90000,"TransPennine Express",,"{Agua,Baño,""Aire acondicionado""}",{},,"{Almería,""Roquetas de Mar""}"
"Cristian Vélez Soto",5111195,4,correo_sin_arroba.com,"\+56 9 6907 9095","56 9 6601 8478",,,2026-06-04,16/8/2028,-7,29569,Mérida,Pamplona,13!!!,2106,123000,"Southwest Airlines",,{},"{Viladecans,Ponferrada}","Clase ejecutiva",{}
"Marilu Lara Madera",99.999.999-K,9,emmanuel_fadel@marmol.com,"\+56 9 9557 1130",,,,2025-06-06,5000,5,44757,Vigo,inca#,34!!!,3504,355000,Trenitalia,,"{""Aire acondicionado"",TV,Baño,Wifi,Calefacción,Comida}",{},,{}
"Adán Rivero Valadez",99.999.999-K,3,rosemarie.mohr@turket.com,"\+56 2 5745 4074",,,,2026-11-06,394000,8,83638,"Chiclana de la Frontera",málaga#,75,361,19000,Iberia,,{},"{""Torrejón de Ardoz"",Calahorra}","Clase ejecutiva",{}
"María Elena Hinojosa Rosado",9077720,3,patrick@waldo.com,"\+56 9 3693 9000",,,,2025-04-03,5/11/2029,-9,80121,Alicante,huelva#,66!!!,1580,119000,Eurostar,,"{""Aire acondicionado"",Wifi,""Asientos reclinables"",Comida}",{},,{Parla}
"Lola Arteaga Carvajal",99.999.999-K,1,correo_sin_arroba.com,"\+56 2 9493 5529","56 5 4510 7034",,,2025-04-03,795000,9,31695,"La Línea de la Concepción",torrelavega#,60,1150,112000,"Via Rail (Canadá)",,"{Comida,TV,Wifi}",{},,{Elche}
"José María Gurule Olivera",99.999.999-K,2,correo_sin_arroba.com,"\+56 2 3393 6701",,,,2026-10-10,14/4/2020,8,32367,Valdemoro,Córdoba,39,4146,398000,"TransPennine Express",,"{Wifi,Calefacción,""Aire acondicionado"",""Asientos reclinables"",Baño,Comida,TV}",{},,"{Lorca,""El Prat de LLobregat""}"
"Adela Pérez Núñez",7398735,3,correo_sin_arroba.com,"\+56 2 1385 0515","56 5 5112 8932",,,2026-03-13,894000,-4,82138,Pontevedra,"Collado Villalba",45,631,188000,"Flecha Bus",Cama,"{Comida,TV,Agua}",{},,{}
"Cristina Valenzuela Morales",16992129,0,cecil.kunde@viajes.cl,"\+56 2 8054 8994","56 6 1258 1843",Consalud,"Part time",2026-11-07,19/8/2030,1,51640,Arrecife,Segovia,43!!!,381,30000,ADO,Cama,"{Baño,Agua,Wifi}",{},,{}
"Anita Carrillo Roybal",11092090,1,correo_sin_arroba.com,"\+56 9 8875 4782",,,,2026-01-09,679000,-10,13072,Bilbao,algeciras#,49!!!,1473,67000,"Spirit Airlines",,{},"{Manresa,Tarragona}","Clase económica",{}
"Sr. Jacobo Chávez Mena",99.999.999-K,8,jacquelyn@viajes.cl,"\+56 9 6571 2815","56 2 5248 3537",,,2025-05-07,6/5/2028,8,60126,Logroño,Benidorm,46!!!,334,50000,Megabus,Normal,"{TV,Comida,Wifi}",{},,{}
"Manuel Arredondo Guerrero",99.999.999-K,5,arnetta@outlook.com,"\+56 2 8090 4207",,,,2026-08-04,22/2/2026,-6,34700,Reus,badajoz#,98,3309,389000,"Nederlandse Spoorwegen (NS)",,"{Comida,TV,Baño,Wifi,""Asientos reclinables"",Calefacción}",{},,"{""Molina de Segura""}"
"María Eugenia Toro Zaragoza",99.999.999-K,7,correo_sin_arroba.com,"\+56 2 7692 1224",,,,2026-06-21,6/8/2025,7,52856,"Castellón de la Plana",parla#,11,1876,142000,"Delta Air Lines",,{},"{Barcelona,""Molina de Segura"",Almería,Málaga}","Clase económica",{}
"Rosario Negrón Vargas",18666353,8,correo_sin_arroba.com,"\+56 2 2374 9435",,,,2025-02-04,554000,10,97107,"Ciudad Real",Mérida,35,621,140000,JetSur,Cama,"{TV,""Asientos reclinables"",Baño}",{},,{}
"Juan Medina Guerrero",99.999.999-K,7,correo_sin_arroba.com,"\+56 9 9217 0158","56 9 5931 6581",,,2025-08-08,633000,-5,47510,Ferrol,Bilbao,8!!!,3462,241000,"Frontier Airlines",,{},{Palencia},"Primera clase",{}
"Sra. Estela Tapia Meléndez",20784565,0,alvaro@turket.com,"\+56 2 5558 2920","56 6 2781 8623",,,2026-02-08,8/5/2023,4,62072,Pamplona,"San Sebastían de los Reyes",41,363,30000,Turbus,Semi-cama,"{Baño,""Aire acondicionado"",Comida}",{},,{}
"Sergio Vázquez Sandoval",99.999.999-K,5,correo_sin_arroba.com,"\+56 9 4316 4493",,,,2026-02-08,997000,-4,29963,Almería,Baracaldo,84,923,148000,"Delta Air Lines",,{},"{""Las Palmas de Gran Canaria"",Murcia}","Clase económica",{}
"Guillermina Vanegas Cantú",9317923,7,correo_sin_arroba.com,"\+56 9 9428 4761","56 7 2940 6030",,,2026-09-29,20/8/2020,-9,50824,"Palma de Mallorca",Bilbao,50,447,77000,"Estrella Roja",Cama,"{Baño,""Aire acondicionado"",Wifi}",{},,{}
"Norma Viera Zambrano",99.999.999-K,6,ronald@viajes.cl,"\+56 9 2131 4560","56 1 6537 5506",Banmédica,"Full time",2025-10-08,190000,-8,17099,Motril,lorca#,31,496,79000,"Buses Bio Bio",Cama,"{Comida,TV,Baño}",{},,{}
"Alicia Farías Rodarte",99.999.999-K,4,correo_sin_arroba.com,"\+56 2 1254 1972",,,,2025-12-23,327000,-8,11803,Rivas-Vaciamadrid,Mijas,1,1882,59000,"United Airlines",,{},"{""Alcalá de Guadaira"",Mijas,Leganés}","Clase económica",{}
"Sra. Sergio Collado Zelaya",99.999.999-K,8,michaele@marmol.com,"\+56 9 4520 9741",,,,2025-12-23,327000,-8,85511,Vigo,badalona#,90!!!,1758,109000,"Southwest Airlines",,{},{},"Clase ejecutiva",{}
"Rafael Anguiano Gallegos",99.999.999-K,6,arron.zemlak@marmol.com,"\+56 2 1090 8360","56 8 4039 4083",,,2025-10-10,24/8/2028,1,43990,Gerona,irún#,46!!!,371,98000,Eurostar,,,{},,"{Algeciras,Cáceres,""Castellón de la Plana""}"
"Sta. Luis Cordero Chavarría",19014850,9,gayla@turket.com,"\+56 2 6041 2028","56 6 9628 4281",,,2026-07-03,561000,7,58231,Lorca,"Santa Coloma de Gramanet",49!!!,556,134000,"Buses Romani",Semi-cama,"{Calefacción,Baño,TV}",{},,{}
"Marilu Pantoja Ceballos",11097756,7,jonathan@turket.com,"\+56 2 0004 8195","56 7 3747 3802",,,2026-09-05,17/9/2025,9,26853,Rubí,Mataró,44,639,189000,"Condor Bus",Cama,"{TV,""Aire acondicionado"",Baño}",{},,{}
"José María Espino Gracia",5194018,6,garry_labadie@viajes.cl,"\+56 2 4655 8691","56 6 9829 3017",Colmena,"Full time",2025-04-24,15/1/2028,-8,10726,Sevilla,Málaga,38!!!,408,98000,Monbus,Cama,"{Comida,Wifi,""Aire acondicionado""}",{},,{}
"Adriana Barragán Carrero",7555926,3,gerard@marmol.com,"\+56 9 7280 8326","56 2 5916 2766",,,2026-11-01,21/3/2027,-9,35000,Cartagena,"la línea de la concepción#",92!!!,480,94000,Emirates,,{},{Parla},"Clase ejecutiva",{}
"Daniela Riojas Menchaca",99.999.999-K,4,dorathy@turket.com,"\+56 2 0809 1433",,,,2025-03-09,22/5/2024,8,8832,"El Puerto de Santa María",Jaén,33,185,33000,"Buses Nilahue",Normal,"{Calefacción,TV,Wifi}",{},,{}
"Sr. Fernando Almanza Ceballos",99.999.999-K,0,chau.nitzsche@turket.com,"\+56 2 8120 2374",,,,2026-04-26,58000,-6,37462,Cádiz,Sagunto,18!!!,2511,143000,Italo,,"{Wifi,""Aire acondicionado"",Comida,""Asientos reclinables"",Baño}",{},,"{""Alcalá de Guadaira"",""Santa Coloma de Gramanet"",""Santiago de Compostela"",Torrevieja,""San Sebastían de los Reyes""}"
"Elena Medrano García",99.999.999-K,7,cary@viajes.cl,"\+56 2 2343 9693",,,,2025-07-24,12/4/2028,10,46925,"Santa Cruz de Tenerife",Cartagena,33,3877,201000,"Nederlandse Spoorwegen (NS)",,"{""Aire acondicionado"",Calefacción,Wifi,TV,Baño,Agua,""Asientos reclinables""}",{},,{}
"Sergio Montemayor Vanegas",25565206,5,yesenia@outlook.com,"\+56 2 6826 4640","56 1 7909 4998",,,2026-11-10,189000,5,21091,Gerona,Logroño,94,4162,304000,"West Midlands Trains",,"{""Asientos reclinables"",Wifi,Agua,Comida,Baño,Calefacción,""Aire acondicionado""}",{},,"{""Palma de Mallorca"",Avilés}"
"Sta. Cristian Villalpando Vega",1026115,8,correo_sin_arroba.com,"\+56 9 7052 1638",,,,2026-10-18,10/8/2024,4,60933,Lorca,cádiz#,40!!!,345,25000,ADO,Semi-cama,"{Comida,Agua,TV}",{},,{}
"Irene Soliz Negrón",99.999.999-K,1,lala_barton@viajes.cl,"\+56 2 3572 3888",Diurno,Fonasa,"Part time",2026-05-19,24/5/2024,1,64400,"San Sebastián",lorca#,74,2533,213000,"Ethiopian Airlines",,{},"{Paterna,Torrelavega,Toledo,Cuenta}","Primera clase",{}
"Esteban Delagarza Lucio",8918532,0,valentina.kulas@viajes.cl,"\+56 2 9112 1659",Nocturno,Consalud,"Part time",2025-03-13,30/1/2026,-1,20579,"Chiclana de la Frontera","Alcalá de Henares",6!!!,2705,204000,"Air France",,{},"{Elche,Granada,""Alcalá de Henares"",Sabadell}","Clase ejecutiva",{}
"Sr. Daniela Berríos Uribe",99.999.999-K,1,correo_sin_arroba.com,"\+56 2 9509 5646",,,,2025-03-13,6/11/2030,1,77178,Irún,"El Puerto de Santa María",32!!!,184,29000,"Buses Romani",Normal,"{Calefacción,Agua,Wifi}",{},,{}
"Felipe Reyna Alicea",99.999.999-K,7,denese.wolff@viajes.cl,"\+56 9 7990 9369",Diurno,Banmédica,"Part time",2026-09-04,17/10/2025,10,45125,Pontevedra,Almería,70!!!,2002,117000,"Ethiopian Airlines",,{},"{Vigo,Madrid,Ávila}","Clase económica",{}
