nombre,run,dv,correo,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"Berta Pabón Reyes",20965873,6,,"FyD699NcEesevvGc example","\+56 9 3158 0244","+68 4204 5514",,,401000,4
"Sra. Agustín Contreras Terán",14.974.457,7,,"BU8BwMq6gHYC9pPl example","\+56 9 7445 4970","+77 5324 9390",,fecha-8-2026,-216000,3
"Jesús Escamilla Ornelas",27.359.529,7,,"SOhNVtjG4U1hE example","\+56 9 6354 4471","+59 8354 4651",,fecha-11-2025,-635000,10
"Sofia Romero Coronado",14.352.228,8,,Sw8NZIoIXTUYH,"\+56 2 0372 6970",5961,,,53000,9
"Lilia Ríos Nieto",6426744,0,,"zmR88XwYFZlJ51 example","\+56 9 0509 8166",1664,,,488000,9
"Sra. Sonia Muñiz González",16.552.059,5,,"xt6LICtxGaRwXZI example","\+56 2 6502 9506",757,,,886000,1
"Esteban Cortez Madrid",1.380.084,6,,"ze7Dz9BfI example","\+56 9 6899 7240","+81 6597 4872",,,738000,2
"Isabel Vega Delrío",11.419.079,0,,4SjoMoof2AK,"\+56 9 2022 6859",,,,173000,8
"Jacobo Olmos Carvajal",24945092,8,,"cXQ6NV9xi example","\+56 9 6840 9357","+96 4236 4926",,fecha-8-2021,-224000,4
"Tomás Hidalgo Zepeda",8228851,2,,a5dqlCxGpUo91Z,"\+56 2 7575 0203","+61 9389 6938",,fecha-11-2026,496000,5
"Sra. Hernán Manzanares Molina",12979947,5,,"EkAv4ghL example","\+56 2 3838 4245",8216,,fecha-6-2022,-170000,7
"María del Carmen Rubio Hernández",6147625,7,,5XcrlepZMx4rTri,"\+56 9 5744 2288","+64 1779 2191",,fecha-12-2028,-483000,7
"Tomás Hidalgo Zepeda",8228851,2,,a5dqlCxGpUo91Z,"\+56 2 7575 0203",5888,,fecha-1-2021,-109000,4
"Blanca Barraza Saucedo",11.438.081,4,,"shWd1r7a1G example","\+56 2 0733 2725",9194,,fecha-12-2030,906000,3
"Juan Medina Guerrero",9.718.367,7,,"SOqZiWu56s example","\+56 9 9217 0158",8697,,,697000,7
"Claudia Mondragón Casares",14.257.233,6,,jimLPWj50YuIsxWU,"\+56 9 2792 7065",3309,,fecha-7-2022,805000,1
"Javier Valenzuela Contreras",5931701,6,,"caPVT6Ok3lpv2gr example","\+56 2 9971 4314",1115,,,-174000,2
"Ramón Gastélum Fierro",28.458.484,7,,DgeGiG6R3,"\+56 9 5848 9909",9685,,fecha-7-2030,669000,6
"Sra. Roberto Peralta Téllez",19.331.240,7,,"v9KkA1EW example","\+56 2 0470 5943",9702,,,-496000,9
"Sr. Magdalena Galarza Flórez",15425976,7,,"H2Yk9y6mGV example","\+56 9 5625 8949","+60 8188 6946",,fecha-9-2027,-223000,1
"Daniela Franco Bahena",16616508,6,,1soECxZVB6li,"\+56 9 1156 3280",,,,-950000,9
"Norma Esparza Altamirano",22.193.327,6,,xTQ4sN3Wn4awE,"\+56 2 2305 1723",3542,,fecha-4-2027,658000,7
"Timoteo Maldonado Toledo",3.184.548,7,,OCx4ycpNR1cKekA,"\+56 2 0576 8599",9973,,fecha-7-2026,354000,1
"Víctor Montenegro Dueñas",8861381,7,,"SC73bz2t0CDD example","\+56 9 2030 1633",5927,,,827000,3
"Soledad Cotto Escobedo",1664331,3,,YzVJ3WIr8tTxxF,"\+56 9 5445 2775",2209,,fecha-12-2023,-555000,2
"Natalia Fierro Caballero",6.459.239,2,,"acHX69v656Md example","\+56 2 8129 1041",6119,,,-531000,6
"Mayte Bahena Mora",19001523,2,,g1BWH9js,"\+56 9 5517 8670",8362,,,266000,3
"Raúl Maldonado Reynoso",17233199,9,,"woBWRS9mNs1GOVjU example","\+56 2 1570 7442","+85 4250 8231",,fecha-9-2021,-844000,3
"Sra. Miguel Ángel Vega Aragón",9420086,7,,"Ux4h2l3JcS049QA example","\+56 9 1919 0467",4891,,,939000,3
"Elisa Botello Oquendo",10891708,7,,Zovz6mJNmzOq,"\+56 9 3404 3998","+57 1753 7935",,,-378000,5
"Daniela Franco Bahena",16616508,6,,"1soECxZVB6li example","\+56 9 1156 3280","+81 6463 2340",,fecha-6-2030,-67000,2
"Gilberto Murillo Gómez",23350683,6,,"O2IFgDxj example","\+56 2 7091 3643","+65 1865 4367",,,-104000,10
"Sra. Rafael Jimínez Miramontes",442.873,9,,"RFY5pRBHDdm5b1tS example","\+56 9 6156 8404",3317,,fecha-9-2024,-128000,6
"Adán Rivero Valadez",11232685,3,,h4bk2qRDsNzn,"\+56 2 5745 4074","+81 3757 2613",,,97000,10
"Eva Briones Galindo",27.775.573,6,,FWlarj1LAg7zWMJl,"\+56 9 7147 5539",9481,,fecha-6-2030,878000,10
"Federico Mena Ponce",8784312,6,,4LDpq63zYPHp0,"\+56 2 8165 2513","+72 1545 8067",,fecha-3-2026,-268000,1
"Daniel Pichardo Rico",27.278.804,5,,"B9QbN1PUpliIUu example","\+56 2 8419 0166","+84 5202 6520",,,-725000,10
"Sra. Lola Valverde Pérez",26828146,0,,"UdaGRJ5CQe4Gvz example","\+56 2 7847 2966",942,,fecha-10-2025,-946000,8
"Débora Olvera Centeno",10470697,1,,"Ln5l9WX8MDr example","\+56 9 0765 1045",1929,,fecha-8-2026,452000,9
"Patricio Bustos Benítez",2516890,4,,"1l7BG9iuWB0in example","\+56 9 7015 2575",8337,,,915000,2
"Daniel Pichardo Rico",1.890.274,5,,"B9QbN1PUpliIUu example","\+56 2 8419 0166",,,,-845000,10
"Alfonso Navarro Piña",871.666,8,,"Mb6t7hkInDGUAy example","\+56 2 5998 0253","+98 1913 6240",,,-162000,9
"Sonia Ríos Rivero",23784564,4,,9y9FWi7XPHDBTMuZ,"\+56 9 7323 0415","+76 6780 2494",,,-665000,1
"Leticia Girón Zambrano",5.713.124,1,,63mM9U6NQGgd,"\+56 2 2935 3456",7229,,,-797000,5
"Raquel Camacho Guzmán",23662537,7,,"QuTWRxx3jDw0 example","\+56 9 3207 1232",749,,fecha-8-2022,-164000,4
"Ángela Espinal Vega",34.621.473,0,,zRX9tXmmIXtLS4JS,"\+56 2 2153 5480",1253,,fecha-4-2026,400000,1
"Sr. Andrea Correa Terán",12.371.576,9,,rgzTQTG1qOK0f,"\+56 9 1160 0278",,,,-766000,7
"María Soledad Abeyta Griego",19.775.834,8,,PEMCg7N9hZ5t,"\+56 9 3936 9280",9416,,fecha-6-2023,-185000,3
"Felipe Haro Grijalva",18088862,9,,"4BlNAu9JydS0EQr example","\+56 2 4430 4746",,,fecha-11-2026,343000,2
"José Emilio Mercado Jáquez",13.659.445,8,,"YJXyz86SYj example","\+56 9 8944 4049",1241,,,189000,5
"Claudio Alonso Barreto",25.622.222,7,,yaH6hpru49D4TwO,"\+56 2 4457 3236",,,fecha-12-2029,597000,2
"Timoteo Vergara Orozco",19199929,1,,SmxKNfC0nrV9cEts,"\+56 9 3020 0904","+69 9479 9764",,,250000,8
"José Madrigal Domínquez",27.169.370,7,,2neNTgdtp,"\+56 9 4029 3787","+64 5880 9629",,fecha-2-2022,437000,6
"Inés Quintanilla Sosa",12105328,5,,Y3flAYCXCNoB,"\+56 2 7428 0419",2225,,,571000,4
"Débora Mota Flores",20.674.433,9,,u9bHQNzMsZSb9,"\+56 2 1583 0924",8334,,fecha-9-2025,820000,2
"Elsa Garay Partida",24.680.649,2,,"uVA1nFy95OovSvC example","\+56 2 5619 5651",4922,,,256000,3
"Sta. Teresa Domínguez Montero",1138099,8,,1hwOZUgeR,"\+56 2 3697 5957",6030,,fecha-5-2027,527000,5
"Sra. Rafael Jimínez Miramontes",13.906.934,9,,"RFY5pRBHDdm5b1tS example","\+56 9 6156 8404","+71 8674 7326",,fecha-12-2022,943000,2
"Eloisa Bétancourt Jaimes",11373871,9,,"1CgyoeWbJq3x8t example","\+56 2 4308 0822","+99 9756 3479",,,246000,6
"Rubén Nevárez Martínez",26.414.379,4,,"xnejIWIqkAPv4jV example","\+56 9 4538 3817",9826,,fecha-2-2023,-44000,10
"Federico Suárez Henríquez",958.857,5,,"c8eQfkoswI example","\+56 2 1724 7558","+63 8501 3209",,,344000,6
"José María Colón Tamayo",7.989.715,5,,iXn3L7sJD,"\+56 9 4085 5799",3983,,fecha-2-2025,-18000,1
"María del Carmen Rubio Hernández",6147625,7,,5XcrlepZMx4rTri,"\+56 9 5744 2288","+55 2614 3933",,fecha-7-2028,-478000,2
"Adán Rivero Valadez",11232685,3,,"h4bk2qRDsNzn example","\+56 2 5745 4074","+87 5053 3594",,fecha-8-2020,361000,10
"Patricia Armenta Caballero",26163159,7,,"Sufo0ZJpEef1zAsa example","\+56 9 5098 9515",8546,,fecha-5-2027,-707000,4
"Guillermina Becerra Valadez",11553964,0,,"Uymoy0Q1NcB4CxnF example","\+56 9 9557 2805","+74 7283 7647",,,-812000,2
"Reina Hinojosa Guajardo",6090947,7,,Md8CI3pEo,"\+56 9 0814 7767",6308,,,622000,6
"Elsa Garay Partida",28752453,2,,uVA1nFy95OovSvC,"\+56 2 5619 5651","+90 5335 2601",,,-314000,4
"Jorge Luis Monroy Arguello",1170830,7,,"hADj94S6q example","\+56 9 2617 5846",8514,,,819000,10
"Inés Trujillo Tamez",3.843.350,0,,"Tsa5uDPJ1 example","\+56 9 3979 1567","+90 3435 1431",,fecha-1-2022,-558000,8
"Arturo Cepeda Jasso",4.186.566,6,,"WlLOFg15xv942 example","\+56 9 7555 4213",4773,,,-815000,1
"Marisol Villanueva Ortiz",8.732.931,2,,3T09wGfGx,"\+56 2 4733 3925","+58 1875 4229",,,96000,9
"Sra. Marco Antonio Márquez Pichardo",29419456,0,,"6Hp6kMd5FLmxI7 example","\+56 9 0107 4657","+92 1885 7992",,fecha-8-2025,754000,4
"Sofia Rojas Rolón",7329777,6,,"9MZFlrFz example","\+56 2 7409 9727","+81 1588 7182",,fecha-7-2026,812000,7
"Sta. Fernando Camarillo Pelayo",32.356.841,1,,iZLEeuJZJ8Tk49Bx,"\+56 2 1765 9118",1010,,fecha-2-2026,-617000,7
"Samuel Carranza Cotto",22618860,3,,"FZ2yfAqdfL5zZ example","\+56 2 2655 0647",4090,,,-679000,10
"Patricio Figueroa Orosco",26488851,7,,"Ci3Q6vuQz example","\+56 2 3669 9446","+77 4278 3361",,,558000,1
"Carla Delvalle Arteaga",3368943,1,,"UtqBHf653FOL9 example","\+56 2 3964 2371",,,fecha-1-2023,-528000,3
"Mario Vera Maestas",5.062.421,4,,"RyQBPJwG3UWiLnF example","\+56 9 7370 0866","+61 6172 4345",,,-217000,1
"Esteban Madrid Leal",22.621.553,6,,2earWAzO9X0IBn,"\+56 2 0227 3092",2108,,fecha-1-2022,-33000,8
"María Covarrubias Santiago",23522199,3,,4bhyKrkKG,"\+56 2 3812 9348",8333,,,890000,5
"Germán Maldonado Haro",17446599,4,,"2fxPi2zmvS example","\+56 2 8869 2073",4455,,,416000,3
"Sr. María Teresa Carreón Sanabria",5806404,3,,HhidY8UXklNR5c2B,"\+56 9 3603 4023","+75 2687 2963",,fecha-9-2029,-652000,1
"Sr. Nicolás Sepúlveda Griego",6.081.446,1,,r6NvulCuQ9Vvy,"\+56 2 2952 6929",,,fecha-1-2024,-916000,7
"Jacobo Adorno Pineda",16.845.630,1,,"7DvNxE9Kowov example","\+56 2 3325 5828","+75 6592 4173",,,-599000,7
"Esteban Cortez Madrid",3701566,6,,ze7Dz9BfI,"\+56 9 6899 7240","+65 4273 1873",,fecha-6-2021,-880000,7
"Sr. Rosario Elizondo Ortega",10284981,7,,"WQgpwEBZkdTQx4r example","\+56 2 0679 4892","+95 7386 8787",,fecha-7-2026,-514000,1
"María Soledad Alvarez Galván",7.737.121,4,,c3sDpWrR,"\+56 9 3740 2271",1905,,,745000,7
"Lucas Arreola Fajardo",18809837,6,,"ckOiQFOTd3mg5y3Y example","\+56 9 8063 3122","+61 4504 9782",,,755000,5
"Gerardo Villalobos Meléndez",26312419,2,,"jMSm1RNRo example","\+56 9 0910 5105",4080,,,-1000000,10
"Enrique Melgar Corona",31.901.197,9,,"S4nwGW0FPn example","\+56 2 0221 4702",6558,,,324000,10
"Catalina Saldaña Verduzco",11453582,1,,7ch92EYL,"\+56 2 8488 3038","+68 5778 9578",,fecha-5-2028,-702000,5
"Graciela Córdova Roybal",27415282,1,,eLYfqN0WR,"\+56 2 7829 5110",6180,,,28000,1
"Sta. Cristian Solorio Araña",19.147.604,9,,tS6xcY9Dq6,"\+56 2 8036 0728","+64 8977 3018",,fecha-10-2027,413000,2
"Sr. Jorge Madrigal Irizarry",13.573.956,7,,"hQQd2ZdjZn6AffH8 example","\+56 2 9710 0840","+63 2343 9103",,fecha-11-2026,-466000,1
"Sta. Francisca Ruelas Pulido",22118655,4,,Q7Q42zVg617mJS,"\+56 2 4275 8933","+54 6747 7591",,fecha-1-2026,-590000,8
"Carlos Jasso Guerra",5.012.385,6,,RU0nzzQvOa,"\+56 9 1233 5824",6142,,fecha-3-2025,997000,6
"Sr. Gustavo Ureña Cabrera",27715675,2,,bTV6QpMtA7Fn,"\+56 9 1567 0048",2485,,,993000,5
"Adela Luevano Hernández",25.066.941,1,,NIhGUFGH2GSmk,"\+56 9 3506 7670",8722,,fecha-6-2023,-428000,6
"Sra. Blanca Yáñez Pelayo",33.808.568,7,,4hmKmT9yqd5,"\+56 2 8286 5730","+59 3942 4846",,,768000,2
"Elsa Rael Gaitán",25.496.104,0,,G4yC7TYyY,"\+56 2 7731 4218","+56 2541 5296",,,-351000,2
"Lorenzo Galarza Castillo",17.141.130,5,,"yj5QKRQgmirMuMS example","\+56 9 2519 2670","+69 5160 1287",,,-908000,5
"María Elena Hinojosa Rosado",17.505.622,3,,"0mpLt1pp8 example","\+56 9 3693 9000","+62 2604 3847",,,-253000,7
"Julio Montes Fierro",23.677.015,2,,"JgVip2G5rKAU example","\+56 2 7975 1873","+56 7317 9846",,,591000,6
"María Soledad Espinoza Perales",27.030.162,7,,FjggV3H31R,"\+56 9 6736 7162",2593,,fecha-7-2026,7000,9
"Alfonso Cardenas Sisneros",21559055,7,,z7IKiTFUZyHn,"\+56 9 0637 6802",6581,,fecha-12-2028,-678000,4
"María del Carmen Arreola Suárez",26287096,6,,"NRhfLadG5tlVb example","\+56 2 6992 8685","+89 1526 1934",,fecha-5-2030,822000,2
"Patricio Figueroa Orosco",26488851,7,,"Ci3Q6vuQz example","\+56 2 3669 9446","+57 1543 7699",,fecha-3-2021,-902000,10
"Sra. Rosa Armas Guzmán",6817407,2,,BWFae4EKyX6,"\+56 9 4045 5505",6079,,,-31000,8
"Andrea Solorzano Vela",23146825,5,,JqmXDI0y,"\+56 2 0575 6477","+89 7629 5835",,fecha-4-2030,-400000,6
"Jorge Luis Monroy Arguello",1170830,7,,"hADj94S6q example","\+56 9 2617 5846","+52 3990 6650",,fecha-5-2030,-765000,6
"Inés Quintanilla Sosa",12105328,5,,Y3flAYCXCNoB,"\+56 2 7428 0419","+85 5225 5210",,,-153000,1
"Ignacio Arteaga Figueroa",5.575.653,6,,"raYcFoxyrY30 example","\+56 9 0618 4655",5030,,fecha-4-2020,289000,7
"Guillermo Sierra Galindo",10985769,6,,qO0XetyexO,"\+56 9 4248 5016",4852,,fecha-12-2023,-853000,3
"María Elena Hinojosa Rosado",28.327.065,3,,"0mpLt1pp8 example","\+56 9 3693 9000","+70 4372 1556",,,-660000,3
"María del Carmen Botello Gómez",7.308.808,6,,"O49WKtxCGS5m example","\+56 9 2765 4039","+59 2256 8340",,,-809000,7
"Sta. Andrés Valenzuela Carreón",26273976,4,,"ONpUi6oMzP05 example","\+56 2 5645 1843",6802,,fecha-3-2023,990000,2
"Sra. Rosario Cortés Abrego",24910267,4,,"f0yaXl6ZPyk78B example","\+56 9 2690 9594","+75 4025 9410",,,940000,5
"Esteban Cortez Madrid",15.483.714,6,,"ze7Dz9BfI example","\+56 9 6899 7240","+60 4166 9978",,,31000,9
"María Soledad Espinoza Perales",12178841,7,,FjggV3H31R,"\+56 9 6736 7162","+78 4556 3631",,,-684000,6
"Sra. Susana Barrios Ávalos",13157110,0,,"P3A0gW4k7 example","\+56 9 2884 9737","+55 6471 6385",,,-608000,9
"Sta. Ramona Tirado Santillán",34.524.371,5,,8Pm0ObXSL4,"\+56 9 9182 0490",2412,,,896000,8
"Benjamín Arenas Saiz",15.086.206,1,,"TH5TsAl5CTwdY example","\+56 9 1665 1414","+53 8177 9031",,,793000,3
"Luis Montemayor Naranjo",3557452,2,,"ZK7Cty0y91FC2nO example","\+56 9 5933 4649",,,fecha-9-2020,-136000,10
"Sra. Cristobal Fajardo Montaño",28.742.616,8,,hrRqggt5MHdE5d9,"\+56 2 8904 7447",1166,,,-47000,5
"Sergio Cazares Carrion",15792243,9,,"MzPHN8KEI2hK1 example","\+56 9 4636 8239",,,,-856000,10
"Luis Gallardo Tejeda",15049298,8,,uT39mlZejOER1m,"\+56 9 4024 1602",7921,,fecha-2-2030,-807000,10
"Sta. Ana Luisa Sedillo Acuña",31.500.697,2,,hZ5hbLeF,"\+56 2 9738 6637",4656,,,95000,4
"Timoteo Maldonado Toledo",5.306.475,7,,"OCx4ycpNR1cKekA example","\+56 2 0576 8599","+95 9127 5042",,,-717000,10
"Sofia Bueno Mendoza",19.557.552,3,,6C1AhwAiYs0sK,"\+56 2 4525 9732","+81 6329 8651",,,-885000,6
"Sr. Nicolás Sepúlveda Griego",18.126.192,1,,r6NvulCuQ9Vvy,"\+56 2 2952 6929",,,fecha-10-2024,675000,3
"Débora Solano Bravo",20652740,8,,Gg2An1Qm4Wv,"\+56 9 4667 9150",9048,,fecha-8-2021,-317000,9
"Jacobo Adorno Pineda",27.765.107,1,,"7DvNxE9Kowov example","\+56 2 3325 5828",,,,-7000,5
"Lorena Espinosa Perea",13.564.309,9,,pfATIU8xOwtTkZ,"\+56 9 5167 8923",7372,,,241000,9
"Luisa Matos Solís",15607142,5,,ds7UTCBqTqK,"\+56 2 1288 1943","+53 4706 3061",,,-22000,3
"Sonia Ríos Rivero",23784564,4,,"9y9FWi7XPHDBTMuZ example","\+56 9 7323 0415",,,,-31000,9
"Jacobo Adorno Pineda",32.047.328,1,,7DvNxE9Kowov,"\+56 2 3325 5828",,,,-751000,6
"Alfonso Cardenas Sisneros",8.057.532,7,,z7IKiTFUZyHn,"\+56 9 0637 6802",6581,,fecha-6-2024,984000,8
"Sonia Ríos Rivero",23784564,4,,9y9FWi7XPHDBTMuZ,"\+56 9 7323 0415","+55 3638 3810",,fecha-10-2020,532000,7
"Elsa Garay Partida",27.493.508,2,,"uVA1nFy95OovSvC example","\+56 2 5619 5651","+66 3700 7109",,fecha-7-2026,-566000,6
"Julia Reyes Carrasquillo",7007599,3,,9HLkfcOB6wXNq8Lp,"\+56 9 0821 0056","+66 2669 7804",,,-868000,6
"Hugo Briseño Lugo",24745427,0,,"YSdsEq1U8v example","\+56 9 3930 2904","+68 2007 7737",,,52000,7
"Felipe Haro Grijalva",18.089.969,9,,"4BlNAu9JydS0EQr example","\+56 2 4430 4746",,,,-770000,8
"Alejandro Arredondo Aguirre",6075327,5,,"TJ2jRMQz example","\+56 2 9103 1148","+95 3820 8846",,fecha-7-2022,-176000,4
"Sra. Cristobal Guillen Aragón",18945521,4,,"KnaPTxSDfD4bybk example","\+56 2 8877 2245",,,,-368000,9
"Roberto Gonzales Rosario",2.079.413,0,,Iz24U9IhFJ,"\+56 9 8633 6826",6258,,fecha-7-2030,725000,5
"Gloria Rubio Jaimes",8086790,9,,"KHz2NZbZ example","\+56 9 3926 6087","+50 3276 2755",,,68000,1
"Julio Bernal Arce",28.964.729,2,,YdGuz13ROCuwmO,"\+56 2 6174 0475",5711,,fecha-12-2022,233000,1
"Benjamín Velásquez Mena",6704651,6,,"jnVZASOUCKt4rPE example","\+56 2 1853 3069","+51 4014 9045",,fecha-3-2023,181000,4
"Soledad Cotto Escobedo",25.399.147,3,,YzVJ3WIr8tTxxF,"\+56 9 5445 2775","+99 5087 5491",,,-39000,7
"Felipe Vásquez Amador",8381336,1,,hC1v85vZPYWDSp,"\+56 9 6138 6247","+76 7217 9129",,fecha-2-2025,-110000,1
"Anita Carrillo Roybal",19.613.184,1,,rqwwJlpX6rT570pq,"\+56 9 8875 4782",7258,,fecha-11-2024,-596000,4
"Esteban Cortez Madrid",3701566,6,,"ze7Dz9BfI example","\+56 9 6899 7240",,,fecha-9-2025,-431000,6
"Sra. Marco Antonio Márquez Pichardo",29.092.657,0,,"6Hp6kMd5FLmxI7 example","\+56 9 0107 4657",,,,60000,3
"Inés Quintanilla Sosa",12105328,5,,"Y3flAYCXCNoB example","\+56 2 7428 0419",2225,,,-712000,5
"Josefina Olivares Ozuna",21868753,5,,"bGy0IyzO6txi example","\+56 2 2505 2893",8702,,,-270000,9
"Sofia Rojas Rolón",7329777,6,,"9MZFlrFz example","\+56 2 7409 9727","+92 3662 5163",,,370000,8
"Patricio Bustos Benítez",2.565.405,4,,"1l7BG9iuWB0in example","\+56 9 7015 2575","+81 7531 5521",,fecha-7-2025,-881000,5
"Sr. Gustavo Ureña Cabrera",34.651.606,2,,"bTV6QpMtA7Fn example","\+56 9 1567 0048",2485,,,-997000,6
"Verónica Reséndez Polanco",4069060,7,,Kg98d5Xg8zMk2Xx,"\+56 2 2040 0120",4230,,,143000,3
"Josefina Olivares Ozuna",26.589.145,5,,"bGy0IyzO6txi example","\+56 2 2505 2893",8702,,,779000,4
"Sta. Fernando Camarillo Pelayo",17344307,1,,iZLEeuJZJ8Tk49Bx,"\+56 2 1765 9118",1010,,fecha-7-2029,492000,8
"Emilia Hernandes Zayas",2718084,5,,"FjM99uYTF example","\+56 2 6300 2225",4747,,,-324000,5
"Emilio Huerta Duarte",1885674,6,,"Rq1y68OI4E9Kn example","\+56 9 5691 8294","+73 9430 1890",,,-828000,2
"Sta. Jerónimo Villalobos Flores",16828297,8,,"81JtcerGDmTASo example","\+56 9 9222 4289","+67 9630 9479",,,13000,8
"Sr. Rosario Elizondo Ortega",27.817.638,7,,WQgpwEBZkdTQx4r,"\+56 2 0679 4892","+51 7758 6299",,,433000,8
"Carla Cervantes Padrón",10255455,4,,lJO5k2fVvVJo7,"\+56 2 3229 2058","+59 8910 1890",,fecha-3-2021,-325000,9
"Yolanda Alaniz Menéndez",15716032,5,,Ir3X8t4dGuK4k,"\+56 2 1832 5057","+90 1037 1314",,fecha-1-2023,-358000,3
"Juan Gálvez Cerda",7210058,7,,"7eQO3NSoVokPJ example","\+56 2 8512 8514",1332,,,-229000,5
"Luisa Matos Solís",15607142,5,,"ds7UTCBqTqK example","\+56 2 1288 1943","+91 6577 4212",,,-792000,3
"Eva Rosales Munguía",12.750.524,7,,"ZuqeCh9HJeSqvh example","\+56 2 8843 2577","+71 7157 2382",,,794000,6
"Francisca Agosto Salgado",23946833,3,,8wdrNTNfQ6,"\+56 9 1053 9950","+72 8081 9835",,,-384000,7
"David Guajardo Tijerina",23.515.560,6,,"xTA27LO7JWgQ example","\+56 9 8112 9577",707,,fecha-12-2020,-161000,5
"Berta Pabón Reyes",20965873,6,,"FyD699NcEesevvGc example","\+56 9 3158 0244",,,fecha-4-2020,792000,5
"Daniel Jaime Cardona",8.852.167,1,,xvjPA1G7cpLdjV,"\+56 9 8734 5215",6194,,fecha-11-2030,458000,8
"Joaquín Vélez Roque",2.444.142,3,,"qTab4tEv7 example","\+56 9 8253 2270",472,,,-401000,6
"Sr. Daniel Barrios Escamilla",26621839,0,,"VQkCE0dyO5 example","\+56 9 5025 4057",5060,,,-658000,2
"Elisa Valdés Concepción",18.699.813,1,,T4Vwse3I7,"\+56 9 7287 8796","+94 8766 1052",,,-13000,1
"Sta. Francisca Pulido Montoya",7265945,2,,mSETLstV2JW2xN,"\+56 2 7972 5282","+53 4679 1780",,,488000,3
"Lucia Hernández Arredondo",16.903.051,7,,6W6ntQLWfieS,"\+56 9 7591 4402","+70 3383 7269",,,874000,5
"Ignacio Vallejo Pichardo",18.640.752,6,,g0BTz06W,"\+56 2 2932 8619",7021,,fecha-7-2023,-378000,8
"Luisa Matos Solís",15607142,5,,"ds7UTCBqTqK example","\+56 2 1288 1943","+71 7895 5294",,,-181000,4
"Gregorio Bañuelos Abreu",33.979.160,4,,"3QPQetQ9sQhBGZQ example","\+56 9 5063 5272",6886,,,457000,2
"Lucas Cerda Ledesma",33.015.114,2,,Hyyos6lrJ,"\+56 2 4473 7895",1862,,fecha-1-2025,-503000,1
"Tomás Hidalgo Zepeda",30.774.168,2,,a5dqlCxGpUo91Z,"\+56 2 7575 0203","+83 8188 4294",,fecha-2-2028,-267000,7
"Javier Valenzuela Contreras",5931701,6,,caPVT6Ok3lpv2gr,"\+56 2 9971 4314",1115,,fecha-11-2023,-859000,3
"Samuel Carranza Cotto",22618860,3,,"FZ2yfAqdfL5zZ example","\+56 2 2655 0647",4090,,,25000,5
"Esteban Cortez Madrid",3701566,6,,ze7Dz9BfI,"\+56 9 6899 7240",,,fecha-9-2028,78000,6
"Timoteo Vergara Orozco",31.947.369,1,,SmxKNfC0nrV9cEts,"\+56 9 3020 0904","+61 6281 4946",,,699000,3
"Sta. Marilu Solano Armijo",28896065,9,,qWimZ6DI2ooKw,"\+56 9 8035 2165",6485,,,-615000,6
"Carla Lara Muñiz",23608632,9,,"ITCb5DWMAqEl1I example","\+56 2 5881 2241",1859,,fecha-10-2026,-355000,1
"Sta. Cristian Solorio Araña",3689015,9,,tS6xcY9Dq6,"\+56 2 8036 0728",7469,,fecha-9-2023,-101000,5
"Lucia Hernández Arredondo",11.462.513,7,,"6W6ntQLWfieS example","\+56 9 7591 4402","+92 7680 4546",,fecha-9-2023,-88000,10
"Eduardo Camarillo Arguello",11298042,1,,Ew06ei1B8,"\+56 9 3025 2472","+72 2287 2910",,fecha-1-2020,-126000,1
"Federico Romo Huerta",23917163,8,,GN94EhxKUL,"\+56 2 2827 6138",7188,,fecha-1-2027,-204000,4
"Sr. Lilia Garibay Farías",28.712.694,9,,"9Fm54ZnBIZ example","\+56 9 8158 9509","+82 2513 6987",,,200000,10
"Agustín Trejo Melgar",11481917,8,,"iaqf0uvZ2AGogDPS example","\+56 9 6005 3683",5313,,,-607000,8
"Rocio Solano Medrano",5.807.949,4,,zV8i8P6gP,"\+56 9 1217 6036",4777,,,219000,9
"Jorge Briseño Pagan",24.207.882,0,,iHTGj5ny8,"\+56 9 4241 7514","+58 6308 7478",,fecha-1-2028,-872000,5
"Catalina Díaz Carrasco",452.376,9,,FuXdncCIC33y7v,"\+56 2 2568 4342",,,,-623000,6
"Manuela Carrion Duarte",3.048.736,7,,"mL9wo16TLdLZWj example","\+56 9 7378 7510",6438,,,272000,5
"Luis Miguel Barraza Bahena",13000686,4,,"oDcWqTV1VoYqU example","\+56 9 6279 1033",4092,,,133000,3
"Lucia Hernández Arredondo",23824026,7,,6W6ntQLWfieS,"\+56 9 7591 4402",,,,225000,7
"Yolanda Alaniz Menéndez",15716032,5,,Ir3X8t4dGuK4k,"\+56 2 1832 5057",4017,,fecha-6-2023,287000,6
"Sta. Ramiro Robledo Rosas",9.180.102,7,,"SBbB2geENZVW example","\+56 2 0025 4274","+78 6914 9600",,fecha-8-2028,-747000,10
"Sra. Hernán Manzanares Molina",2.086.069,5,,EkAv4ghL,"\+56 2 3838 4245","+67 3043 4130",,fecha-2-2027,33000,6
"Sra. Homero Acevedo Angulo",4761411,1,,"o9zjESbN example","\+56 2 4221 2609",4942,,,-709000,5
"Sta. Marcela Gil Aguirre",7483722,5,,"qhbK316rVRs2D61D example","\+56 9 8041 9665",5433,,,481000,10
"Guillermo Sierra Galindo",10985769,6,,qO0XetyexO,"\+56 9 4248 5016",4852,,fecha-1-2022,320000,4
